"""Ano de Lançamento""";"""Certificado de Produto Brasileiro (CPB)""";"""Título""";"""Direção""";"""Gênero""";"""Empresa Produtora Brasileira Majoritária""";"""UF""";"""Empresa Produtora Minoritária Brasileira""";"""UF""";"""Distribuidora""";"""Máximo de Salas""";"""Renda (R$)""";"""Público """
"""2004""";"""B0400050100000""";"""Sexo, Amor e Traição""";"""Jorge Fernando""";"""Ficção""";"""Total Entertainment""";"""RJ""";""" -""";""" -""";"""Fox""";"""157""";"""15775132""";"""2219423"""
"""2004""";"""B0300050000000""";"""Um Show de Verão""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""111""";"""741047""";"""137507"""
"""2004""";"""B0300026000000""";"""Viva Sapato!""";"""Luiz Carlos Lacerda""";"""Ficção""";"""Europa Filmes/Terra Brasilis""";"""SP/RJ""";""" -""";""" -""";"""Europa/MAM""";"""8""";"""24187""";"""3507"""
"""2004""";"""B0300007100000""";"""Viva Voz""";"""Paulo Morelli""";"""Ficção""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""Buena Vista""";"""79""";"""1522763""";"""206568"""
"""2004""";"""B0400154400000""";"""Xuxa e o Tesouro da Cidade Perdida""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""300""";"""7108730""";"""1331652"""
"""2005""";"""B0500302600000""";"""2 Filhos de Francisco: a História de Zezé Di Camargo e Luciano""";"""Breno Silveira""";"""Ficção""";"""Conspiração Filmes/Globo Filmes/Lereby/Z.C.L. Comércio Promoções e Produções""";"""RJ/RJ/RJ/SP""";""" -""";""" -""";"""Columbia""";"""329""";"""36728278""";"""5319677"""
"""2005""";"""B0400131700000""";"""A Pessoa é para o que nasce""";"""Roberto Berliner""";"""Documentário""";"""TV Zero""";"""RJ""";""" -""";""" -""";"""Copacabana Filmes/RioFilme""";"""8""";"""152261""";"""24475"""
"""2005""";"""B0500199900000""";"""As Vidas de Maria""";"""Renato Barbieri""";"""Ficção""";"""Gaia Filmes""";"""DF""";""" -""";""" -""";"""Pandora""";"""10""";"""17530""";"""2746"""
"""2005""";"""B0400129700000""";"""Bendito Fruto""";"""Sergio Goldenberg""";"""Ficção""";"""RioFilme/Trópicos Arte e Comunicação""";"""RJ/RJ""";""" -""";""" -""";"""Paris/RioFilme""";"""14""";"""453503""";"""52022"""
"""2005""";"""B0500251200000""";"""Bens Confiscados""";"""Carlos Reichenbach""";"""Ficção""";"""Dezenove Som e Imagens""";"""SP""";""" -""";""" -""";"""Imovision/RioFilme""";"""3""";"""26754""";"""4669"""
"""2005""";"""B0400131400000""";"""Cabra-Cega""";"""Toni Venturi""";"""Ficção""";"""Olhar Imaginário""";"""SP""";""" -""";""" -""";"""Europa/MAM""";"""9""";"""220339""";"""28620"""
"""2005""";"""B0500250700000""";"""Casa de Areia""";"""Andrucha Waddington""";"""Ficção""";"""Conspiração Filmes/Filmes do Equador""";"""RJ/RJ""";""" -""";""" -""";"""Columbia""";"""35""";"""1557698""";"""187296"""
"""2005""";"""B0300008200000""";"""Celeste & Estrela""";"""Betse de Paula""";"""Ficção""";"""Aurora Cinematográfica""";"""RJ""";""" -""";""" -""";"""BPP Produções Audiovisuais""";"""1""";"""24175""";"""4965"""
"""2005""";"""B0500265000000""";"""Cidade Baixa""";"""Sérgio Machado""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Videofilmes/Lumière""";"""31""";"""1021626""";"""128134"""
"""2005""";"""B0500255500000""";"""Cinema, Aspirinas e Urubus""";"""Marcelo Gomes""";"""Ficção""";"""Rec Produtores Associados""";"""PE""";"""Dezenove Som e Imagens""";"""SP""";"""Imovision""";"""17""";"""882373""";"""105526"""
"""2005""";"""B0500281700000""";"""Coisa de Mulher""";"""Eliana Fonseca""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""100""";"""714666""";"""98963"""
"""2005""";"""B0500277500000""";"""Coisa Mais Linda""";"""Paulo Thiago""";"""Documentário""";"""Vitória Produções""";"""RJ""";"""Tele Image""";"""SP""";"""Columbia""";"""11""";"""319251""";"""35861"""
"""2005""";"""B0500241100000""";"""Confronto Final""";"""Alonso Gonçalves""";"""Ficção""";"""Karina Filmes""";"""MG""";""" -""";""" -""";"""Polifilmes""";"""5""";"""12278""";"""2081"""
"""2005""";"""B0500294600000""";"""Diário de um Novo Mundo""";"""Paulo Nascimento""";"""Ficção""";"""Accorde Filmes/Linha de Produção Cinema Comunicação e Imagem/Panda Filmes""";"""RS/RS/RS""";""" -""";""" -""";"""Casablanca""";"""7""";"""67809""";"""12685"""
"""2005""";"""B0500282100000""";"""Doutores da Alegria""";"""Mara Mourão""";"""Documentário""";"""Grifa Filmes/Mamo Filmes""";"""SP/SP""";""" -""";""" -""";"""Imovision""";"""20""";"""212313""";"""26294"""
"""2005""";"""B0400158100000""";"""Eliana em o Segredo dos Golfinhos""";"""Eliana Fonseca""";"""Ficção""";"""Canal Azul/Teleimage Productions""";"""SP/SP""";"""Intercross Imóveis e Participações/Emb Promotora e Controladora""";"""SP/SP""";"""Fox""";"""106""";"""2022729""";"""330742"""
"""2005""";"""B0400142200000""";"""Extremo Sul""";"""Monica Schmiedt/Sylvestre Campe""";"""Documentário""";"""Europa Filmes/M. Schmiedt Produções""";"""SP/RS""";""" -""";""" -""";"""Europa/MAM""";"""5""";"""92149""";"""13571"""
"""2005""";"""B0400165500000""";"""Feminices""";"""Domingos de Oliveira""";"""Ficção""";"""Teatro Ilustre Produções Artísticas""";"""RJ""";"""Afinal Filmes/Antenna Produtora""";"""RJ/RJ""";"""Copacabana Filmes""";"""3""";"""63556""";"""7091"""
"""2005""";"""B0400123500000""";"""Filhas do Vento""";"""Joel Zito Araújo""";"""Ficção""";"""Asacine Produções/Casa de Criação Cinema""";"""RJ/DF""";""" -""";""" -""";"""RioFilme""";"""15""";"""117448""";"""16578"""
"""2005""";"""B0500222600000""";"""Gaijin Ama - Me Como Sou""";"""Tizuka Yamasaki""";"""Ficção""";"""Scena Filmes""";"""RJ""";"""Art Films/RioFilme""";"""RJ/RJ""";"""Art Filmes""";"""101""";"""388800""";"""52898"""
"""2005""";"""B0300046600000""";"""Garrincha, Estrela Solitária""";"""Milton Alencar Jr""";"""Ficção""";"""Fam Produções""";"""MG""";""" -""";""" -""";"""Polifilmes""";"""20""";"""54977""";"""7877"""
"""2005""";"""B0300041300000""";"""Harmada""";"""Maurice Capovilla""";"""Ficção""";"""Saturna Produções""";"""RJ""";"""Estudios Quanta""";"""SP""";"""RioFilme""";"""2""";"""8499""";"""1261"""
"""2005""";"""B0400129600000""";"""Jogo Subterrâneo - Underground Games""";"""Roberto Gervitz""";"""Ficção""";"""Columbia Tristar Filmes do Brasil/Estudios Mega/Locall/Ramalho Filmes/Vagalume""";"""SP/RJ/SP/SP/SP""";""" -""";""" -""";"""Buena Vista""";"""31""";"""163781""";"""20928"""
"""2005""";"""B0500220600000""";"""Mais uma Vez Amor""";"""Rosane Svartman""";"""Ficção""";"""Raccord Produções/Total Entertainment""";"""RJ/RJ""";"""Warner""";"""SP""";"""Warner""";"""144""";"""1662516""";"""228567"""
"""2005""";"""B0500216600000""";"""Mensageiras da Luz - Parteiras da Amazônia""";"""Evaldo Mocarzel""";"""Documentário""";"""Casa Azul Produções/SP Filmes de São Paulo""";"""SP/SP""";""" -""";""" -""";"""SP Filmes""";"""1""";"""1287""";"""135"""
"""2005""";"""B0600575000000""";"""Moro no Brasil""";"""Mika Kaurismaki""";"""Documentário""";"""Magnatel""";"""RJ""";""" -""";""" -""";"""Pandora""";"""2""";"""11911""";"""2680"""
"""2005""";"""B0500365600000""";"""Morro da Conceição""";"""Cristiana Grumbach""";"""Documentário""";"""Crisis Produtivas""";"""RJ""";"""V. Filmes & Comunicação""";"""RJ""";"""Pipa""";"""7""";"""40124""";"""4943"""
"""2005""";"""B0400106000000""";"""O Cárcere e a Rua""";"""Liliana Sulzbach""";"""Documentário""";"""Zeppelin Filmes """;"""RS""";""" -""";""" -""";"""Pandora""";"""17""";"""37424""";"""7792"""
"""2005""";"""B0400168800000""";"""O Casamento de Romeu e Julieta""";"""Bruno Barreto""";"""Ficção""";"""Filmes do Equador""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""215""";"""7303657""";"""969278"""
"""2005""";"""B0500370500000""";"""O Coronel e o Lobisomem""";"""Maurício Farias""";"""Ficção""";"""Uns Produções e Filmes""";"""RJ""";"""Brasil Filmes/Digital 21/Megacolor""";"""SP/SP/SP""";"""Fox""";"""166""";"""4678543""";"""654983"""
"""2005""";"""B0400129500000""";"""O Diabo a Quatro""";"""Alice de Andrade""";"""Ficção""";"""Tambellini Filmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""4""";"""52512""";"""7247"""
"""2005""";"""B0500378800000""";"""O Fim e o Princípio""";"""Eduardo Coutinho""";"""Documentário""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Videofilmes""";"""3""";"""81146""";"""9674"""
"""2005""";"""B0300039300000""";"""O Signo do Caos""";"""Rogério Sganzerla""";"""Ficção""";"""Mercúrio Produções""";"""SP""";""" -""";""" -""";"""RioFilme""";"""3""";"""9130""";"""1255"""
"""2005""";"""B0500279400000""";"""Preto e Branco""";"""Carlos Nader""";"""Documentário""";"""Iucatan Produções/Já Filmes""";"""SP/SP""";""" -""";""" -""";"""Polifilmes""";"""ND""";"""ND""";"""ND"""
"""2005""";"""B0500247600000""";"""Preto no Branco""";"""Ronaldo German""";"""Ficção""";"""Daron Cine Video""";"""RJ""";""" -""";""" -""";"""Distribuição Própria""";"""1""";"""ND""";"""65"""
"""2005""";"""B0500238500000""";"""Quanto Vale ou é por Quilo ?""";"""Sérgio Bianchi""";"""Ficção""";"""Agravo Produções Cinematográficas""";"""SP""";""" -""";""" -""";"""RioFilme""";"""8""";"""195672""";"""32863"""
"""2005""";"""B0400102900000""";"""Quase Dois Irmãos""";"""Lucia Murat""";"""Ficção""";"""Taiga Filmes e Vídeo""";"""RJ""";""" -""";""" -""";"""Imovision""";"""23""";"""460087""";"""58928"""
"""2005""";"""B0500334900000""";"""Sal de Prata""";"""Carlos Gerbase""";"""Ficção""";"""Casa de Cinema de Porto Alegre""";"""RS""";"""Quanta-Rio""";"""RJ""";"""Columbia""";"""41""";"""124880""";"""17289"""
"""2005""";"""B0400148300000""";"""Soldado de Deus""";"""Sérgio Sanz""";"""Documentário""";"""J.Sanz Produção Audiovisual""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""18919""";"""2528"""
"""2005""";"""B0500280100000""";"""Sou Feia mas tô na Moda""";"""Denise Garcia""";"""Documentário""";"""Toscographics""";"""RJ""";""" -""";""" -""";"""Imovision""";"""4""";"""44447""";"""5575"""
"""2005""";"""B0400129900000""";"""Tainá 2 - a Aventura Continua""";"""Mauro Lima""";"""Ficção""";"""Sony Pictures/Tietê Produções""";"""SP/RJ""";""" -""";""" -""";"""Columbia""";"""164""";"""4612264""";"""788442"""
"""2005""";"""B0400171000000""";"""Vida de Menina""";"""Helena Solberg""";"""Ficção""";"""Radiante Filmes""";"""RJ""";""" -""";""" -""";"""Europa/MAM""";"""8""";"""210049""";"""27648"""
"""2005""";"""B0500293600000""";"""Vinícius""";"""Miguel Faria Jr.""";"""Documentário""";"""1001 Filmes""";"""RJ""";""" -""";""" -""";"""UIP""";"""32""";"""2378985""";"""271979"""
"""2005""";"""B0500340300000""";"""Vlado: 30 Anos Depois""";"""João Batista de Andrade""";"""Documentário""";"""Oeste Filmes/Tao Produções""";"""SP/SP""";"""João Batista de Andrade""";""" -""";"""Oeste Filmes Brasileiros""";"""2""";"""24902""";"""3283"""
"""2005""";"""B0500385000000""";"""Vocação do Poder""";"""Eduardo Escorel/José Joffily""";"""Documentário""";"""Cinefilmes/Coevo Filmes""";"""RJ/RJ""";""" -""";""" -""";"""Videofilmes""";"""3""";"""14914""";"""1995"""
"""2005""";"""B0500433700000""";"""Xuxinha e Guto contra os monstros do espaço""";"""Clewerson Saremba/Moacyr Góes""";"""Animação""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Warner""";"""52""";"""4259097""";"""596218"""
"""2006""";"""B0600599800000""";"""1972""";"""José Emílio Rondeau""";"""Ficção""";"""Grupo Novo de Cinema e TV/LaboCine""";"""RJ/RJ""";""" -""";""" -""";"""Buena Vista""";"""21""";"""57994""";"""6756"""
"""2006""";"""B0500440400000""";"""A Concepção""";"""José Eduardo Belmonte""";"""Ficção""";"""Olhos de Cão""";"""SP""";"""34 Filmes/Risco Filmes/Estudios Quanta/Brasil Filmes/Megacolor/Matheus Nachtergaele""";"""DF/SP/SP/SP/SP""";"""Imovision""";"""15""";"""145883""";"""20827"""
"""2006""";"""B0400128700000""";"""A Conspiração do Silêncio""";"""Ronaldo Duque""";"""Ficção""";"""Asacine Produções/Ronaldo Duque & Associados""";"""DF/GO""";""" -""";""" -""";"""Polifilmes""";"""6""";"""38784""";"""5676"""
"""2006""";"""B0600500500000""";"""A Festa de Margarette""";"""Renato Falcão""";"""Ficção""";"""Filmik""";"""RS""";""" -""";""" -""";"""Accorde Audiovisuais""";"""2""";"""ND""";"""9486"""
"""2006""";"""B0600494700000""";"""A Ilha do Terrível Rapaterra""";"""Ariane Porto""";"""Ficção""";"""Raiz Produções""";"""SP""";""" -""";""" -""";"""Califórnia""";"""37""";"""37729""";"""5240"""
"""2006""";"""B0500377400000""";"""A Máquina""";"""João Falcão""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""70""";"""440711""";"""56088"""
"""2006""";"""B0500321500000""";"""A Mochila do Mascate""";"""Antonia Ratto/Gabriela Greeb""";"""Documentário""";"""Tibet Filme""";"""RJ""";""" -""";""" -""";"""Copacabana Filmes""";"""4""";"""6892""";"""2191"""
"""2006""";"""B0600476000000""";"""A Odisséia Musical de Gilberto Mendes""";"""Carlos de Moura Ribeiro Mendes""";"""Documentário""";"""Berço Esplêndido Produções Cinematográficas""";"""SP""";""" -""";""" -""";"""Berço Esplêndido""";"""ND""";"""ND""";"""ND"""
"""2006""";"""B0400119600000""";"""A Oitava Cor do Arco-Íris""";"""Amauri Tangará""";"""Ficção""";"""Cia D'Artes do Brasil""";"""MT""";""" -""";""" -""";"""Polifilmes""";"""2""";"""2292""";"""274"""
"""2006""";"""B0500323500000""";"""Achados e Perdidos""";"""José Joffily""";"""Ficção""";"""Coevo Filmes""";"""RJ""";""" -""";""" -""";"""Imagem""";"""20""";"""109076""";"""14328"""
"""2006""";"""B0600459600000""";"""Acredite, Um espírito baixou em mim""";"""Jorge Moreno""";"""Ficção""";"""Fam Produções""";"""MG""";""" -""";""" -""";"""Fam Filmes""";"""6""";"""211042""";"""30458"""
"""2006""";"""B0600461400000""";"""Anjos do Sol""";"""Rudi Lagemann""";"""Ficção""";"""CaradeCão Filmes""";"""RJ""";""" -""";""" -""";"""Downtown""";"""44""";"""623063""";"""79800"""
"""2006""";"""B0500388300000""";"""Árido Movie""";"""Lírio Ferreira""";"""Ficção""";"""Cinema Brasil Digital""";"""RJ""";""" -""";""" -""";"""Europa/MAM""";"""4""";"""285246""";"""21729"""
"""2006""";"""B0600475100000""";"""Boleiros 2""";"""Ugo Giorgetti""";"""Ficção""";"""SP Filmes de São Paulo""";"""SP""";"""Maria Luisa Cardoso De Oliveira""";"""SP""";"""Mais Filmes""";"""22""";"""93786""";"""10316"""
"""2006""";"""B0600490100000""";"""Brasília 18%""";"""Nelson Pereira dos Santos""";"""Ficção""";"""Regina Filmes/Videofilmes""";"""RJ/RJ""";"""Chin Produções Artísticas""";"""RJ""";"""Sony""";"""46""";"""136947""";"""15587"""
"""2006""";"""B0500222300000""";"""Brilhante""";"""Conceição Senna""";"""Documentário""";"""MP2 Produções""";"""RJ""";""" -""";""" -""";"""MP2""";"""3""";"""9720""";"""1581"""
"""2006""";"""B0400163200000""";"""Cafundó""";"""Clóvis Bueno/Paulo Betti""";"""Ficção""";"""Prole de Adão Produção Artísticas""";"""RJ""";"""Laz Audiovisual""";"""PR""";"""Laz""";"""7""";"""185707""";"""33534"""
"""2006""";"""B0500431600000""";"""Cafuné""";"""Bruno Vianna""";"""Ficção""";"""Raccord Produções""";"""RJ""";""" -""";""" -""";"""Filmes do Estação""";"""1""";"""33727""";"""4236"""
"""2006""";"""B0600509100000""";"""Canta Maria""";"""Francisco Ramalho Jr.""";"""Ficção""";"""Ramalho Filmes""";"""SP""";""" -""";""" -""";"""Califórnia""";"""34""";"""57359""";"""7949"""
"""2006""";"""B0600466700000""";"""Carnaval, Bexiga, Funk e Sombrinha""";"""Marcus Vinícius Faustini""";"""Documentário""";"""KL Produções""";"""RJ""";""" -""";""" -""";"""KL Produções""";"""ND""";"""59041""";"""6955"""
"""2006""";"""B0600555800000""";"""Casseta e Planeta - seus Problemas Acabaram""";"""José Lavigne""";"""Ficção""";"""Globo Filmes""";"""RJ""";""" -""";""" -""";"""Europa/MAM""";"""180""";"""4262366""";"""596624"""
"""2006""";"""B0500440200000""";"""Cerro do Jarau""";"""Beto Souza""";"""Ficção""";"""Imagem B""";"""RS""";"""Walper Ruas Produções""";"""RS""";"""Europa/MAM""";"""3""";"""19195""";"""6252"""
"""2006""";"""B0500324300000""";"""Crime Delicado""";"""Beto Brant""";"""Ficção""";"""Drama Filmes""";"""SP""";"""Ricca Produções/Megacolor/Brasil Filmes/Locall""";"""SP/SP/SP/SP""";"""Downtown""";"""4""";"""181460""";"""21891"""
"""2006""";"""B0600467200000""";"""Depois daquele Baile""";"""Roberto Bomtempo""";"""Ficção""";"""Movimento Carioca Produções Artísticas""";"""RJ""";""" -""";""" -""";"""Mais Filmes""";"""22""";"""247791""";"""28869"""
"""2006""";"""B0600481600000""";"""Dia de Festa""";"""Toni Venturi""";"""Documentário""";"""Olhar Imaginário""";"""SP""";""" -""";""" -""";"""Pandora""";"""2""";"""9975""";"""1620"""
"""2006""";"""B0500444600000""";"""Didi, o Caçador de Tesouros""";"""Marcus Figueiredo""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""199""";"""6220016""";"""1024732"""
"""2006""";"""B0500286600000""";"""Do Luto à Luta""";"""Evaldo Mocarzel""";"""Documentário""";"""Casa Azul Produções""";"""SP""";""" -""";""" -""";"""Mais Filmes""";"""5""";"""26991""";"""3107"""
"""2006""";"""B1101450100000""";"""Do Outro Lado do Rio""";"""Lucas Bambozzi""";"""Documentário""";"""Illud Tempus""";"""SP""";""" -""";""" -""";"""Distribuição Própria""";"""ND""";"""ND""";"""ND"""
"""2006""";"""B0500376500000""";"""Dom Helder Camara - o Santo Rebelde""";"""Erika Bauer""";"""Documentário""";"""Cor Filmes""";"""DF""";""" -""";""" -""";"""Pandora""";"""2""";"""23410""";"""3592"""
"""2006""";"""B0500209900000""";"""Estamira""";"""Marcos Prado""";"""Documentário""";"""Zazen Produções""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""8""";"""317423""";"""40992"""
"""2006""";"""B0500441200000""";"""Eu me Lembro""";"""Edgard Navarro""";"""Ficção""";"""Truque""";"""BA""";""" -""";""" -""";"""Pandora""";"""5""";"""124394""";"""15094"""
"""2006""";"""B0400127500000""";"""Família Alcântara""";"""Daniel Solá Santiago/Lilian Solá Santiago""";"""Documentário""";"""Daniel Solá Santiago Produções""";"""SP""";""" -""";""" -""";"""Daniel Solá Santiago""";"""1""";"""2345""";"""307"""
"""2006""";"""B0600566800000""";"""Fica Comigo esta Noite""";"""João Falcão""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""80""";"""1925083""";"""249248"""
"""2006""";"""B0600467100000""";"""Gatão de Meia Idade""";"""Antonio Carlos da Fontoura""";"""Ficção""";"""Ipê Artes""";"""RJ""";""" -""";""" -""";"""Downtown""";"""38""";"""751249""";"""81947"""
"""2006""";"""B0500442700000""";"""Ginga – a Alma do Futebol Brasileiro""";"""Hank Levine/Marcelo Machado/Tocha Alves""";"""Documentário""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""O2 Filmes""";"""3""";"""3925""";"""1266"""
"""2006""";"""B0500264200000""";"""Helena Meireles a Dama da Viola""";"""Francisco De Paula""";"""Documentário""";"""Naive Produções Artísticas""";"""SP""";""" -""";""" -""";"""CineBR""";"""1""";"""9394""";"""2495"""
"""2006""";"""B0600493900000""";"""Incuráveis""";"""Gustavo Acioli""";"""Ficção""";"""Lavoro Produções""";"""RJ""";""" -""";""" -""";"""Polifilmes""";"""ND""";"""14382""";"""1871"""
"""2006""";"""B0600539200000""";"""Intervalo Clandestino""";"""Eryk Rocha""";"""Documentário""";"""Grupo Novo de Cinema e TV""";"""RJ""";""" -""";""" -""";"""GNCTV""";"""ND""";"""419""";"""ND"""
"""2006""";"""B0600477800000""";"""Irma Vap - o Retorno""";"""Carla Camurati""";"""Ficção""";"""Copacabana Filmes e Produções/Pequena Central""";"""SP/RJ""";""" -""";""" -""";"""Downtown""";"""100""";"""2239090""";"""247325"""
"""2006""";"""B0500439200000""";"""Meninas""";"""Sandra Werneck""";"""Documentário""";"""Cineluz Produções/Giros""";"""RJ/RJ""";"""Sandra Werneck""";""" -""";"""Downtown""";"""4""";"""26415""";"""4208"""
"""2006""";"""B0500316800000""";"""Moacir Arte Bruta""";"""Walter Carvalho""";"""Documentário""";"""Kinofilme/República Pureza Filmes""";"""RJ/RJ""";""" -""";""" -""";"""RioFilme""";"""2""";"""16966""";"""2271"""
"""2006""";"""B0600546700000""";"""Muito Gelo e Dois Dedos D'Água""";"""Daniel Filho""";"""Ficção""";"""Globo Filmes""";"""RJ""";"""Lereby""";"""RJ""";"""Buena Vista""";"""132""";"""3960788""";"""509098"""
"""2006""";"""B0600459900000""";"""Mulheres do Brasil""";"""Malu de Martino""";"""Ficção""";"""EH! Filmes/Estudios Quanta""";"""RJ/SP""";""" -""";""" -""";"""PlayArte""";"""90""";"""369464""";"""48293"""
"""2006""";"""B0500183300000""";"""No Meio da Rua""";"""Antonio Carlos da Fontoura""";"""Ficção""";"""Canto Claro Produções Artísticas""";"""RJ""";""" -""";""" -""";"""Film Connection""";"""8""";"""12317""";"""2133"""
"""2006""";"""B0600504400000""";"""Nzinga""";"""Octávio Bezerra""";"""Documentário""";"""Olhar Feminino Produções""";"""RJ""";""" -""";""" -""";"""Olhar Feminino""";"""1""";"""212""";"""21"""
"""2006""";"""B0400051700000""";"""O Amigo Invisível""";"""Maria Letícia""";"""Ficção""";"""Estúdio, Pesquisa e Criações Artísticas/Quanta-Rio""";"""RJ/RJ""";""" -""";""" -""";"""RioFilme""";"""4""";"""5517""";"""1030"""
"""2006""";"""B0600572700000""";"""O Ano em que meus Pais Saíram de Férias""";"""Cao Hamburger""";"""Ficção""";"""Caos Produções/Gullane""";"""SP/SP""";""" -""";""" -""";"""Buena Vista""";"""70""";"""3169763""";"""368986"""
"""2006""";"""B0600616600000""";"""O Cavaleiro Didi e a Princesa Lili""";"""Marcus Figueiredo""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Buena Vista""";"""163""";"""4672418""";"""742340"""
"""2006""";"""B0600587200000""";"""O Céu de Suely""";"""Karim Aïnouz""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Downtown""";"""10""";"""604614""";"""73892"""
"""2006""";"""B0600496100000""";"""O Dia em que o Brasil Esteve Aqui""";"""Caito Ortiz""";"""Documentário""";"""Prodigo Films""";"""SP""";""" -""";""" -""";"""Pródigo""";"""6""";"""5300""";"""778"""
"""2006""";"""B0500434100000""";"""O Homem Pode Voar - a Saga de Santos Dumont""";"""Nelson Hoineff""";"""Documentário""";"""Comalt - Comunicação Alternativa""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""6""";"""16332""";"""1912"""
"""2006""";"""B0600547100000""";"""O Maior Amor do Mundo""";"""Cacá Diegues""";"""Ficção""";"""Luz Mágica Produções""";"""RJ""";"""Globo Filmes/Lereby""";"""RJ/RJ""";"""Sony""";"""135""";"""1723672""";"""209741"""
"""2006""";"""B0600451500000""";"""O Sol - Caminhando Contra o Vento""";"""Tetê Moraes""";"""Documentário""";"""Vemver Brasil""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""18""";"""49026""";"""9401"""
"""2006""";"""B0500265400000""";"""O Veneno da Madrugada""";"""Ruy Guerra""";"""Ficção""";"""Lagoa Cultural""";"""RJ""";""" -""";""" -""";"""UIP""";"""5""";"""27907""";"""3639"""
"""2006""";"""B0600592800000""";"""Olhar Estrangeiro""";"""Lucia Murat""";"""Documentário""";"""Taiga Filmes e Vídeo""";"""RJ""";"""Limite Produções""";"""RJ""";"""RioFilme""";"""4""";"""33928""";"""4750"""
"""2006""";"""B0600497600000""";"""Outra Memória""";"""Chico Faganello""";"""Ficção""";"""Filmes que voam""";"""SC""";""" -""";""" -""";"""Pipa""";"""ND""";"""4363""";"""976"""
"""2006""";"""B0500433200000""";"""Se eu Fosse Você""";"""Daniel Filho""";"""Ficção""";"""Total Entertainment""";"""RJ""";"""Globo Filmes/Lereby""";"""RJ/RJ""";"""Fox""";"""197""";"""28916137""";"""3644956"""
"""2006""";"""B0600587800000""";"""Solo Dios Sabe""";"""Carlos Bolado""";"""Ficção""";"""Dezenove Som e Imagens""";"""SP""";""" -""";""" -""";"""Buena Vista""";"""8""";"""29765""";"""4301"""
"""2006""";"""B0600535300000""";"""Sonhos e Desejos""";"""Marcelo Santiago""";"""Ficção""";"""Filmes do Equador""";"""RJ""";""" -""";""" -""";"""UIP""";"""24""";"""108151""";"""13613"""
"""2006""";"""B0400146400000""";"""Soy Cuba, o Mamute Siberiano""";"""Vicente Ferraz""";"""Documentário""";"""Três Mundos Produções""";"""RJ""";"""Urca Filmes""";"""RJ""";"""Imovision""";"""6""";"""127740""";"""16556"""
"""2006""";"""B0500438700000""";"""Tapete Vermelho""";"""Luiz Alberto Pereira""";"""Ficção""";"""Lapfilme""";"""SP""";"""CCFBR Produções/Mastershot Produções/Estudios Quanta""";"""SP/SP/SP""";"""Pandora""";"""28""";"""275515""";"""50955"""
"""2006""";"""B0600605700000""";"""Tow in Surfing""";"""Jorge Guimarães/Rosaldo Cavalcanti""";"""Documentário""";"""Iaiá Filmes/Tow In Sports Brasil""";"""RJ/RJ""";""" -""";""" -""";"""Iaiá Filmes""";"""2""";"""19935""";"""2398"""
"""2006""";"""B0600552000000""";"""Trair e Coçar é Só Começar""";"""Moacyr Góes""";"""Ficção""";"""Diler & Associados""";"""RJ""";""" -""";""" -""";"""Fox""";"""168""";"""3486329""";"""481006"""
"""2006""";"""B0600471600000""";"""Um Craque Chamado Divino""";"""Penna Filho""";"""Documentário""";"""Penna Filho Produções""";"""SC""";""" -""";""" -""";"""Pandora""";"""1""";"""8978""";"""1148"""
"""2006""";"""B0600522500000""";"""Veias e Vinhos: uma História Brasileira""";"""João Batista de Andrade""";"""Ficção""";"""Oeste Filmes """;"""SP""";"""Locall/Andrade Produções Cinematográficas""";"""SP/SP""";"""Polifilmes""";"""2""";"""19091""";"""4149"""
"""2006""";"""B0500230100000""";"""Vestido de Noiva""";"""Joffre Rodrigues""";"""Ficção""";"""JBR Filmes""";"""RJ""";""" -""";""" -""";"""RioFilme""";"""29""";"""45380""";"""5871"""
"""2006""";"""B0500433000000""";"""Vinho de Rosas""";"""Elza Cataldo""";"""Ficção""";"""Persona Filmes""";"""MG""";""" -""";""" -""";"""Persona""";"""2""";"""91817""";"""23817"""
