"""Ano de Lançamento""";"""Certificado de Produto Brasileiro (CPB)""";"""Título""";"""Direção""";"""Gênero""";"""Empresa Produtora Brasileira Majoritária""";"""UF""";"""Empresa Produtora Minoritária Brasileira""";"""UF""";"""Distribuidora""";"""Máximo de Salas""";"""Renda (R$)""";"""Público """
"""2016""";"""B1600116800000""";"""Glauco do Brasil""";"""Zeca Brito""";"""Documentário""";"""Anti Filmes/Boulevard Filmes""";"""SP""";"""Anti Filmes""";"""RS""";"""Boulevard Filmes""";"""4""";"""1951""";"""241"""
"""2016""";"""B1500496500000""";"""Hector""";"""Edu Felistoque""";"""Ficção""";"""Felistoque Filmes""";"""SP""";"""Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes""";"""RJ/SP/SP/SP""";"""Polifilmes""";"""2""";"""1180""";"""150"""
"""2016""";"""B1500283900000""";"""Henry Kayath: O Homem e Seu Tempo""";"""Regina Sueli Bouhid Jehá""";"""Documentário""";"""Lauper Films""";"""SP""";""" -""";""" -""";"""Lauper""";"""1""";"""282,73""";"""18"""
"""2016""";"""B1600476600000""";"""Hestórias da Psicanálise - Leitores de Freud""";"""Francisco Ronald""";"""Documentário""";"""Cabelo Duro""";"""SP""";""" -""";""" -""";"""Espaço Filmes """;"""22""";"""161799,88""";"""10716"""
"""2016""";"""B1301956300000""";"""Histórias de Alice""";"""Oswaldo Caldeira""";"""Ficção""";"""Oswaldo Caldeira Produções Cinematográficas""";"""RJ""";""" -""";""" -""";"""Pipa""";"""3""";"""4791,27""";"""392"""
"""2016""";"""B1301798200000""";"""Invasores""";"""Marcelo Freitas Toledo de Melo""";"""Ficção""";"""Raiz Produções""";"""SP""";""" -""";""" -""";"""Raiz Filmes""";"""3""";"""3953""";"""475"""
"""2016""";"""B1600187400000""";"""Jaime Lerner - Uma História de Sonhos""";"""Carlos Deiró""";"""Documentário""";"""Deiro Filmes""";"""PR""";""" -""";""" -""";"""Pandora""";"""3""";"""5512,25""";"""408"""
"""2016""";"""B1600421600000""";"""Jonas""";"""Lô Politi""";"""Ficção""";"""Lô Politi""";"""SP""";"""Mastershot Produções/Rede Record de Televisão""";"""SP/SP""";"""Elite Filmes""";"""15""";"""18896,65""";"""1421"""
"""2016""";"""B1600564300000""";"""Lua em Sagitário""";"""Márcia Paraíso""";"""Ficção""";"""Plural Filmes""";"""SC""";"""Canal Brasil""";"""RJ""";"""Elo Company""";"""21""";"""35577,36""";"""3223"""
"""2016""";"""B1600416100000""";"""Mãe só há uma""";"""Anna Muylaert""";"""Ficção""";"""África Filmes""";"""SP""";"""Dezenove Som e Imagens/Canal Brasil""";"""SP/RJ""";"""Vitrine Filmes""";"""51""";"""434613,08""";"""33461"""
"""2016""";"""B1600442200000""";"""Magal e os Formigas""";"""Michael Ruman/Newton Cannito""";"""Ficção""";"""Moonshot Pictures""";"""SP""";"""Globo Filmes/Xanadu""";"""RJ/RJ""";"""Europa""";"""17""";"""11512,14""";"""849"""
"""2016""";"""B1600294500000""";"""Mais Forte que o Mundo - A História de José Aldo""";"""Afonso Poyart""";"""Ficção""";"""Black Maria/Paris Entretenimento""";"""SP""";"""Globo Filmes/O2 Filmes""";"""RJ/SP""";"""Downtown/Paris""";"""403""";"""7793731,83""";"""565916"""
"""2016""";"""B1402855900000""";"""Maresia""";"""Marcos Guttmann""";"""Ficção""";"""Solar Filmes""";"""RJ""";"""Passaro Films/Canal Brasil/Guiza Produções Audiovisuais""";"""RJ/RJ/RJ""";"""E.H. Produções""";"""8""";"""10153,18""";"""891"""
"""2016""";"""B1600624200000""";"""Marginal""";"""Alex Miranda/Pedro Caldas""";"""Documentário""";"""Trator Filmes""";"""SP""";"""Globo Filmes""";"""RJ""";"""Trator Filmes""";"""2""";"""1520,34""";"""114"""
"""2016""";"""B1600314300000""";"""Marias""";"""Joana Mariani""";"""Documentário""";"""Primo Filmes""";"""SP""";""" -""";""" -""";"""Vitrine Filmes""";"""17""";"""22312,56""";"""1708"""
"""2016""";"""B1500651700000""";"""Mate-me por favor""";"""Anita Rocha da Silveira""";"""Ficção""";"""Bananeira Filmes""";"""RJ""";"""Imovision """;"""SP""";"""Imovision""";"""46""";"""116368,43""";"""9873"""
"""2016""";"""B1600280000000""";"""Menino 23 - Infâncias Perdidas no Brasil""";"""Belisario Franca""";"""Documentário""";"""Giros""";"""RJ""";"""Globo Filmes/Canal Brasil""";"""RJ/RJ""";"""Elo Company""";"""12""";"""94626,8""";"""7102"""
"""2016""";"""B1600033400000""";"""Meu Amigo Hindu""";"""Hector Babenco""";"""Ficção""";"""HB Filmes""";"""SP""";"""Globo Filmes/Maiomidia Comunicação""";"""RJ/RJ""";"""Europa""";"""44""";"""377955,3""";"""24044"""
"""2016""";"""B1600200900000""";"""Meu Nome é Jacque""";"""Angela Zoé""";"""Documentário""";"""Documenta Filmes""";"""RJ""";"""Globo Filmes""";"""RJ""";"""Documenta Produções""";"""1""";"""4627,77""";"""515"""
"""2016""";"""B1600382500000""";"""Miller & Fried - As Origens do País do Futebol""";"""Luiz Ferraz""";"""Documentário""";"""Olé Produções""";"""SP""";"""Globo Filmes""";"""RJ""";"""Olé Produções""";"""2""";"""3155,83""";"""240"""
"""2016""";"""B1600716500000""";"""Minha mãe é uma peça 2""";"""César Rodrigues""";"""Ficção""";"""DiamondBack""";"""RJ""";"""Migdal Filmes/Downtown Filmes/Globo Filmes/Paris Filmes/Xanadu""";"""RJ/RJ/RJ/SP/RJ""";"""Downtown/Paris""";"""1125""";"""124681177,82""";"""9234363"""
"""2016""";"""B1600716200000""";"""Muleque Té Doido 2: A Lenda de Dom Sebastião""";"""Erlanes Duarte""";"""Ficção""";"""Rafaela Gonçalves""";"""MA""";""" -""";""" -""";"""Rafaela Gonçalves""";"""17""";"""893822,57""";"""69753"""
"""2016""";"""B1500661200000""";"""Mundo Cão""";"""Marcos Jorge""";"""Ficção""";"""Zencrane Filmes""";"""SP""";"""Migdal Filmes/Globo Filmes/Lereby""";"""RJ/RJ/RJ""";"""Downtown/Paris""";"""91""";"""287574,9""";"""19670"""
"""2016""";"""B1402347100000""";"""Mundo Deserto de Almas Negras""";"""Ruy Veridiano""";"""Ficção""";"""Heavybunker""";"""SP""";""" -""";""" -""";"""Heavy Bunker""";"""4""";"""8447,55""";"""533"""
"""2016""";"""B1600656600000""";"""Nascida de Novo""";"""Mary Grace Hughes""";"""Ficção""";"""Mary Grace Hughes""";"""SP""";"""Fabio da Silva Leme/Bless Filmes/Starcine Audiovideo Produções""";""" -/MG/MG""";"""Maria da Graça Hughes""";"""5""";"""40147""";"""3049"""
"""2016""";"""B1500257400000""";"""Nervos de Aço""";"""Maurice Capovilla""";"""Ficção""";"""Saturna Produções""";"""RJ""";"""Canal Brasil/Atama Filmes""";"""RJ/RS""";"""Livres Distribuidora""";"""1""";"""2042,07""";"""127"""
"""2016""";"""B1402652900000""";"""Nise - O Coração da Loucura""";"""Roberto Berliner""";"""Ficção""";"""TV Zero""";"""RJ""";"""TV Zero""";"""RJ""";"""Imagem""";"""80""";"""2227214,34""";"""154224"""
"""2016""";"""B1600109200000""";"""No Vermelho""";"""Marcelo Reis""";"""Documentário""";"""Blest - Bagulium Loquo Est""";"""MG""";"""Postura Digital""";"""MG""";"""Blest""";"""1""";"""2160""";"""238"""
"""2016""";"""B1500899000000""";"""Nós duas descendo a escada""";"""Fabiano de Souza""";"""Ficção""";"""Rainer Cine""";"""RS""";""" -""";""" -""";"""Lança Filmes""";"""6""";"""18085,44""";"""1438"""
"""2016""";"""B1600047500000""";"""Nos Passos do Mestre""";"""André Marouço""";"""Documentário""";"""Mundo Maior Filmes""";"""SP""";""" -""";""" -""";"""Vitrine Filmes""";"""19""";"""350408,88""";"""26655"""
"""2016""";"""B1600585600000""";"""O Amor de Catarina""";"""Gil Baroni""";"""Ficção""";"""Beija Flor Filmes""";"""PR""";""" -""";""" -""";"""Europa""";"""69""";"""54173,47""";"""4457"""
"""2016""";"""B1600690400000""";"""O amor no divã""";"""Alexandre Reinecke""";"""Ficção""";"""Tortuga Studios""";"""SP""";""" -""";""" -""";"""Vitrine Filmes""";"""42""";"""63300,48""";"""4607"""
"""2016""";"""B1402130700000""";"""O Ardor""";"""Pablo Fendrik""";"""Ficção""";"""Bananeira Filmes""";"""RJ""";""" -""";""" -""";"""Imagem""";"""3""";"""3710,42""";"""234"""
"""2016""";"""B1600227000000""";"""O Caseiro""";"""Julio Santi""";"""Ficção""";"""Nexus Cinema""";"""SP""";"""Urano Films""";"""SP""";"""Europa""";"""61""";"""153425,65""";"""11856"""
"""2016""";"""B1600094200000""";"""O Começo da Vida""";"""Estela Renner""";"""Documentário""";"""Maria Farinha Filmes""";"""RJ""";""" -""";""" -""";"""Maria Farinha Filmes""";"""32""";"""234170,91""";"""35194"""
"""2016""";"""B1600041400000""";"""O diabo mora aqui""";"""Dante Vescio/Rodrigo Gasparini""";"""Ficção""";"""Marlucco Visão""";"""SP""";""" -""";""" -""";"""Pandora""";"""5""";"""18558,64""";"""1055"""
"""2016""";"""B1600100300000""";"""O Escaravelho do Diabo""";"""Carlo Milani""";"""Ficção""";"""Dezenove Som e Imagens""";"""SP""";"""Globo Filmes/Lereby/Telecine""";"""RJ/RJ/RJ""";"""Downtown/Paris""";"""363""";"""1024437,54""";"""82634"""
"""2016""";"""B1600713100000""";"""O Filho Eterno""";"""Paulo Machline""";"""Ficção""";"""Camisa Treze Cultural""";"""SP""";"""Globo Filmes/Guel Produtora""";"""RJ/RJ""";"""Sony""";"""60""";"""348365,26""";"""22007"""
"""2016""";"""B1402235800000""";"""O Gigantesco Imã""";"""Petrônio Lorena/Tiago Scorza""";"""Documentário""";"""Mont Serrat Filmes""";"""PE""";"""Aiuru Filmes/Nosotros & Los Demás Produções Artísticas""";"""RJ/PE""";"""Inquieta Cultura e Comunicação""";"""6""";"""2776""";"""390"""
"""2016""";"""B1301988900000""";"""O Mestre e o Divino""";"""Tiago Campos""";"""Documentário""";"""Vídeo nas Aldeias""";"""PE""";""" -""";""" -""";"""Livres Distribuidora""";"""7""";"""7703,95""";"""728"""
"""2016""";"""B1500837400000""";"""O Outro Lado do Paraíso""";"""André Ristum""";"""Ficção""";"""Mercado Filmes""";"""DF""";"""Geração Editorial/Sombumbo Filmes/Sincrocine/Telecine/Canal Brasil""";"""SP/SP/RJ/RJ/RJ""";"""Europa""";"""21""";"""94102,19""";"""7331"""
"""2016""";"""B1600408200000""";"""O Roubo da Taça""";"""Caito Ortiz""";"""Ficção""";"""Prodigo Films""";"""SP""";""" -""";""" -""";"""Downtown/Paris""";"""192""";"""397360,64""";"""30209"""
"""2016""";"""B1600567900000""";"""O Shaolin do Sertão""";"""Halder Gomes""";"""Ficção""";"""ATC Entretenimentos""";"""CE""";"""Globo Filmes/Telecine/Maiomidia Comunicação""";"""RJ/RJ/RJ""";"""Downtown/Paris""";"""187""";"""7973943,72""";"""610741"""
"""2016""";"""B1500150300000""";"""O Signo das Tetas""";"""Frederico Machado""";"""Ficção""";"""Lume Filmes""";"""MA""";""" -""";""" -""";"""Lume""";"""6""";"""4125,65""";"""373"""
"""2016""";"""B1600500300000""";"""O Silêncio do Céu""";"""Marco Dutra""";"""Ficção""";"""Camisa Treze Cultural""";"""SP""";"""Canal Brasil""";"""RJ""";"""Vitrine Filmes""";"""25""";"""142259,09""";"""11236"""
"""2016""";"""B1500452100000""";"""O Touro""";"""Larissa Figueiredo""";"""Documentário""";"""Sto Lat Filmes""";"""PR""";""" -""";""" -""";"""Cazumbá Filmes""";"""4""";"""2635,08""";"""247"""
"""2016""";"""B1500897000000""";"""O Último Virgem""";"""Felipe Bretas/Rilson Baco""";"""Ficção""";"""Patota Produções""";"""RJ""";"""Kliky/Multiphocus Arte & Comunicação/Paramount Pictures Brasil""";"""RJ/RJ/RJ""";"""Downtown/Paris""";"""340""";"""1587433,36""";"""126841"""
"""2016""";"""B1600710700000""";"""O Vendedor de Sonhos""";"""Jayme Monjardim""";"""Ficção""";"""Filmland Internacional""";"""SP""";""" -""";""" -""";"""Warner""";"""418""";"""9148088""";"""673242"""
"""2016""";"""B1600514100000""";"""Olympia 2016""";"""Rodrigo Mac Niven""";"""Ficção""";"""Rodrigo Mac Niven""";"""RJ""";""" -""";""" -""";"""Fênix Filmes""";"""3""";"""8598,65""";"""578"""
"""2016""";"""B1600036400000""";"""Os dez mandamentos - O filme""";"""Alexandre Avancini""";"""Ficção""";"""Rede Record de Televisão""";"""SP""";""" -""";""" -""";"""Downtown/Paris""";"""1127""";"""116833026,88""";"""11305479"""
"""2016""";"""B1402391300000""";"""Os Inimigos Da Dor""";"""Arauco Hernández""";"""Ficção""";"""Primo Filmes""";"""SP""";""" -""";""" -""";"""Primo Filmes""";"""3""";"""3913""";"""312"""
"""2016""";"""B1600341800000""";"""Os Outros""";"""Sandra Werneck""";"""Documentário""";"""Cineluz Produções""";"""RJ""";""" -""";""" -""";"""Cineluz Produções""";"""12""";"""7139,27""";"""592"""
"""2016""";"""B1600280100000""";"""Os Senhores da Guerra""";"""Tabajara Ruas""";"""Ficção""";"""Walper Ruas Produções""";"""RS""";""" -""";""" -""";"""Walper Ruas""";"""18""";"""66005,52""";"""5197"""
"""2016""";"""B1402524100000""";"""Os Sonhos de um Sonhador - A História de Frank Aguiar""";"""Caco Milano""";"""Ficção""";"""Nation Filmes""";"""SP""";"""Caco Milano/Maristela Filmes""";"""SP/SP""";"""Elite Filmes""";"""7""";"""6306,56""";"""567"""
"""2016""";"""B1600602000000""";"""Palmeiras, o Campeão do Século""";"""Kim Teixeira/Mauro Betting""";"""Documentário""";"""Canal Azul""";"""SP""";""" -""";""" -""";"""Conexão Cultural""";"""8""";"""76393,14""";"""5336"""
"""2016""";"""B1500177200000""";"""Para Minha Amada Morta""";"""Aly Muritiba""";"""Ficção""";"""Grafo Audiovisual""";"""PR""";""" -""";""" -""";"""Vitrine Filmes""";"""35""";"""89609,13""";"""7143"""
"""2016""";"""B1600358100000""";"""Paratodos""";"""Marcelo Mesquita""";"""Documentário""";"""Sala 12""";"""SP""";"""Barry Company""";"""SP""";"""O2 Play""";"""14""";"""38233,51""";"""3146"""
"""2016""";"""B1600294100000""";"""Paulina""";"""Santiago Mitre""";"""Ficção""";"""Videofilmes""";"""RJ""";""" -""";""" -""";"""Esfera Produções""";"""19""";"""209170,77""";"""15324"""
"""2016""";"""B1600530200000""";"""Pequeno Segredo""";"""David Schurman""";"""Ficção""";"""Schurmann Filmes""";"""SP""";"""Ocean Films/Instituto Kat Schurmann""";"""SC/SC""";"""Diamond Films do Brasil """;"""259""";"""2801967,64""";"""187055"""
"""2016""";"""B1600494700000""";"""Ponho a Mão no Fogo""";"""André Amado""";"""Ficção""";"""2A Produções""";"""RJ""";""" -""";""" -""";"""2A Produções""";"""1""";"""320""";"""59"""
"""2016""";"""B1600264400000""";"""Ponto Zero""";"""José Pedro Goulart""";"""Ficção""";"""Mínima""";"""RS""";"""Okna Produções""";"""RS""";"""Pandora""";"""17""";"""115856,26""";"""8247"""
"""2016""";"""B1600368700000""";"""Porta dos Fundos - Contrato Vitalício""";"""Ian SBF""";"""Ficção""";"""Porta dos Fundos""";"""RJ""";"""Telecine""";"""RJ""";"""Downtown/Paris""";"""515""";"""6208337,13""";"""454569"""
"""2016""";"""B1600517400000""";"""Precisamos Falar do Assédio""";"""Paula Sacchetta""";"""Documentário""";"""Mira Filmes""";"""SP""";""" -""";""" -""";"""Mira Filmes""";"""1""";"""2042,63""";"""241"""
"""2016""";"""B1500399400000""";"""Prova de Coragem""";"""Roberto Gervitz""";"""Ficção""";"""M. Schmiedt Produções""";"""RS""";"""Globo Filmes/Maiomidia Comunicação/Telecine""";"""RJ/RJ/RJ""";"""Europa/Vinny filmes """;"""60""";"""167481,2""";"""12147"""
"""2016""";"""B1500562100000""";"""Quanto Tempo o Tempo Tem""";"""Adriana Dutra""";"""Documentário""";"""Inffinito""";"""RJ""";""" -""";""" -""";"""Infinito Produções""";"""10""";"""82195,08""";"""5955"""
"""2016""";"""B1600466200000""";"""Quem Você Quer Ser Nessa História?""";"""Felipe Britto/Nelli Sampaio/Rodrigo Van Der Put""";"""Documentário""";"""Sant'Ana Filmes""";"""RJ""";""" -""";""" -""";"""Sant'Ana Filmes""";"""1""";"""3761,76""";"""319"""
"""2016""";"""B1600017500000""";"""Ralé""";"""Helena Ignez""";"""Ficção""";"""Mercúrio Produções""";"""SP""";"""Canal Brasil""";"""RJ""";"""Pandora""";"""5""";"""25006,84""";"""2189"""
"""2016""";"""B1500899800000""";"""Reza a Lenda""";"""Homero Olivetto""";"""Ficção""";"""Biônica Filmes/Ouro 21""";"""SP""";"""Globo Filmes/Guel Produtora""";"""RJ/RJ""";"""Imagem""";"""382""";"""4979716,42""";"""377670"""
"""2016""";"""B1500475400000""";"""Rondon, o desbravador""";"""Marcelo Santiago/Rodrigo Piovezan""";"""Ficção""";"""Rondon Produções & Filmes""";"""MT""";"""Movimento Filmes/Canal Brasil""";"""RJ/RJ""";"""Europa""";"""15""";"""23670,4""";"""2321"""
"""2016""";"""B1600337700000""";"""São Paulo em Hi-Fi""";"""Lufe Steffen""";"""Documentário""";"""Cigano Filmes/Lufe Steffen""";"""SP""";"""Cigano Filmes""";"""SP""";"""Cigano Filmes""";"""3""";"""34655,61""";"""3526"""
"""2016""";"""B1500866700000""";"""São Sebastião do Rio de Janeiro - A Formação de uma Cidade""";"""Juliana de Carvalho""";"""Documentário""";"""Bang Filmes""";"""RJ""";""" -""";""" -""";"""Bang Filmes""";"""6""";"""44764,81""";"""5080"""
"""2016""";"""B1402254300000""";"""Sinfonia da Necrópole""";"""Juliana Rojas""";"""Ficção""";"""Avoa Filmes""";"""SP""";""" -""";""" -""";"""Vitrine Filmes""";"""11""";"""29250,81""";"""2288"""
"""2016""";"""B1600685000000""";"""Sob Pressão""";"""Andrucha Waddington""";"""Ficção""";"""Conspiração Filmes""";"""RJ""";"""Globo Filmes/Guel Produtora""";"""RJ/RJ""";"""H2O Films""";"""76""";"""542520,79""";"""39237"""
"""2016""";"""B1600603400000""";"""Tamo junto""";"""Matheus Souza""";"""Ficção""";"""Zeugma Produções""";"""RJ""";"""RT Features/Bruno Jourdan Blochas/Pedro Vitor Azevedo""";"""SP""";"""Downtown/Paris""";"""355""";"""1028742,48""";"""84051"""
"""2016""";"""B1500861900000""";"""Teobaldo Morto, Romeu Exilado""";"""Rodrigo de Oliveira""";"""Ficção""";"""Pique-Bandeira Filmes""";"""ES""";"""Rodrigo de Oliveira""";""" -""";"""Pique-Bandeira Filmes""";"""3""";"""2936""";"""473"""
"""2016""";"""B1600765000000""";"""Teresinha""";"""Victor Ribeiro""";"""Documentário""";"""Paris Entretenimento""";"""SP""";"""Victor Films""";"""SP""";"""Paris""";"""5""";"""20999,47""";"""1323"""
"""2016""";"""B1600043800000""";"""Tô ryca!""";"""Pedro Antônio""";"""Ficção""";"""Glaz Entretenimento""";"""RJ""";"""Telecine""";"""RJ""";"""Downtown/Paris""";"""420""";"""14835057,9""";"""1121570"""
"""2016""";"""B1500496600000""";"""Toro""";"""Edu Felistoque""";"""Ficção""";"""Felistoque Filmes""";"""SP""";"""Canal Brasil/Lucca Comunicação/Estricnina/Kinoosfera Filmes""";"""RJ/SP/SP/SP""";"""Polifilmes""";"""1""";"""660""";"""105"""
"""2016""";"""B1500269700000""";"""Trago comigo""";"""Tata Amaral""";"""Ficção""";"""Tangerina Entretenimento""";"""SP""";"""Primo Filmes/Manjericão Filmes""";"""SP/SP""";"""Pandora""";"""12""";"""36371,93""";"""3023"""
"""2016""";"""B1500754900000""";"""Travessias""";"""Salete Paulina Machado Sirino""";"""Ficção""";"""Tigre Produções Cinematográficas""";"""PR""";""" -""";""" -""";"""Tigre Produções Cinematográficas""";"""9""";"""80640,5""";"""16132"""
"""2016""";"""B1600083900000""";"""Turbulência""";"""Tiago Venâncio""";"""Ficção""";"""Arthur Vinciprova/Tiago Venâncio""";"""RJ""";""" -""";""" -""";"""Downtown/Paris""";"""4""";"""8447,6""";"""755"""
"""2016""";"""B1402301100000""";"""Um Homem Só""";"""Cláudia Jouvin""";"""Ficção""";"""Giros""";"""RJ""";"""Globo Filmes/Guel Produtora/Telecine""";"""RJ/RJ/RJ""";"""Downtown/Paris""";"""57""";"""59021,39""";"""4184"""
"""2016""";"""B1600436900000""";"""Um namorado para minha mulher""";"""Júlia Rezende""";"""Ficção""";"""Paris Entretenimento""";"""SP""";"""Globo Filmes/Maiomidia Comunicação""";"""RJ/RJ""";"""Downtown/Paris""";"""435""";"""9028755,59""";"""665999"""
"""2016""";"""B1600011000000""";"""Um Suburbano Sortudo""";"""Roberto Santucci""";"""Ficção""";"""Camisa Listrada""";"""RJ""";"""Panorama Filmes/Globo Filmes/Maiomidia Comunicação/Telecine""";"""RJ/RJ/RJ/RJ""";"""Downtown/Paris""";"""472""";"""14245429,85""";"""1070434"""
"""2016""";"""B1600305700000""";"""Uma Loucura de Mulher""";"""Marcus Ligocki Júnior""";"""Ficção""";"""Ligocki Entretenimento""";"""DF""";"""Telecine""";"""RJ""";"""Imagem""";"""274""";"""1354911,48""";"""103351"""
"""2016""";"""B1600067600000""";"""Uma Noite em Sampa""";"""Ugo Giorgetti""";"""Ficção""";"""SP Filmes de São Paulo""";"""SP""";"""SP Filmes de São Paulo""";"""SP""";"""O2 Play""";"""11""";"""49131,22""";"""3228"""
"""2016""";"""B1500870400000""";"""Vai que dá certo 2""";"""Maurício Farias""";"""Ficção""";"""Fraiha Produções""";"""RJ""";"""Guel Produtora""";"""RJ""";"""Imagem""";"""536""";"""12022063,96""";"""923426"""
"""2016""";"""B1500489800000""";"""Vampiro 40º""";"""Marcelo Santiago""";"""Ficção""";"""Canal Brasil""";"""RJ""";"""Filmes do Equador""";"""RJ""";"""LC Barreto Filmes""";"""2""";"""2919,5""";"""204"""
"""2016""";"""B1600439700000""";"""Vidas Partidas""";"""Marcos Schetchman""";"""Ficção""";"""Voglia Produções""";"""RJ""";"""Guel Produtora""";"""RJ""";"""Europa""";"""29""";"""79485,81""";"""5857"""
"""2016""";"""B1500407700000""";"""Xingu Cariri Caruaru Carioca""";"""Beth Formaggini""";"""Documentário""";"""4 Ventos Comunicação""";"""RJ""";""" -""";""" -""";"""4 Ventos Comunicação""";"""7""";"""5888,15""";"""583"""
"""2016""";"""B1402372200000""";"""Yorimatã""";"""Rafael Saar""";"""Documentário""";"""Dilúvio Produções""";"""RJ""";"""Tela Brasilis/Imagem-Tempo""";"""RJ/RJ""";"""Dilúvio Filmes""";"""5""";"""15350,15""";"""1912"""
"""2016""";"""B1600019500000""";"""Zé de Julião, Muito Além do Cangaço""";"""Hermano Penna""";"""Documentário""";"""Luz XXI""";"""SP""";""" -""";""" -""";"""Luz XXI""";"""6""";"""2905,88""";"""196"""
"""2016""";"""B1600036800000""";"""Zoom""";"""Pedro Morelli""";"""Ficção""";"""O2 Filmes""";"""SP""";""" -""";""" -""";"""Downtown/Paris""";"""97""";"""205326,89""";"""14139"""
"""2017""";"""B1700538300000""";"""10 Centavos para o Número da Besta""";"""Guillermo Planel""";"""Documentário""";"""Ponto de Equilíbrio Imagens""";"""RJ""";"""Canal Brasil""";"""RJ""";"""Ponto de Equilíbrio""";"""1""";"""63""";"""7"""
"""2017""";"""B1600181500000""";"""A cidade onde envelheço""";"""Marília Rocha""";"""Ficção""";"""Anavilhana""";"""MG""";""" -""";""" -""";"""Vitrine Filmes""";"""30""";"""70279,3""";"""9078"""
"""2017""";"""B1600439300000""";"""A comédia divina""";"""Toni Venturi""";"""Ficção""";"""Olhar Imaginário""";"""SP""";"""Aurora Filmes/Globo Filmes/Maiomidia Comunicação""";"""SP/RJ/RJ""";"""Imagem""";"""135""";"""653289,31""";"""45875"""
"""2017""";"""B1500334900000""";"""A Família Dionti""";"""Alan Minas""";"""Ficção""";"""Caraminhola Filmes""";"""RJ""";"""Canal Brasil""";"""RJ""";"""ArtHouse""";"""11""";"""36961,66""";"""3458"""
"""2017""";"""B1700505300000""";"""A Filosofia na Alcova""";"""Ivam Cabral/Rodolfo García Vázquez""";"""Ficção""";"""Espaço dos Satyros""";"""SP""";""" -""";""" -""";"""Espaço dos Satyros""";"""1""";"""12251""";"""823"""
"""2017""";"""B1600630700000""";"""A Finada Mãe da Madame""";"""Bernard Attal""";"""Ficção""";"""Santa Luzia Filmes""";"""BA""";""" -""";""" -""";"""Santa Luzia Filmes""";"""3""";"""5858,28""";"""461"""
"""2017""";"""B1402263600000""";"""A gente""";"""Aly Muritiba""";"""Documentário""";"""Grafo Audiovisual""";"""PR""";"""TV Paranaense""";"""PR""";"""Olhar Distribuição""";"""12""";"""5981,66""";"""557"""
"""2017""";"""B1600585400000""";"""A Glória e a Graça""";"""Flávio Ramos Tambellini""";"""Ficção""";"""Tambellini Filmes""";"""RJ""";"""Globo Filmes/Maiomidia Comunicação/Canal Brasil""";"""RJ/RJ/RJ""";"""H2O Films""";"""30""";"""81674,69""";"""5403"""
"""2017""";"""B1700428000000""";"""A menina índigo""";"""Wagner de Assis""";"""Ficção""";"""Cinética Filmes""";"""RJ""";"""Inspired Camera/Naymar Brasil Cinematográfica""";"""SP/RJ""";"""Film Connection""";"""82""";"""583354,91""";"""41967"""
"""2017""";"""B1600439400000""";"""A Terra Vermelha""";"""Diego Martinez Vignatti""";"""Ficção""";"""Panda Filmes""";"""RS""";"""FM Produções""";"""RJ""";"""Imovision""";"""6""";"""23140,46""";"""1621"""
"""2017""";"""B1700162000000""";"""Altas expectativas""";"""Alvaro Campos/Pedro Antônio""";"""Ficção""";"""2 Moleques Produções""";"""RJ""";"""Globo Filmes/Xanadu/Telecine""";"""RJ/RJ/RJ""";"""Vitrine Filmes""";"""105""";"""92325,69""";"""6694"""
"""2017""";"""B1700175000000""";"""Amor.com""";"""Anita Barbosa""";"""Ficção""";"""Total Entertainment""";"""RJ""";""" -""";""" -""";"""H2O Films""";"""346""";"""1192785,62""";"""92873"""
"""2017""";"""B1600780500000""";"""Animal Político""";"""Tião""";"""Ficção""";"""Trincheira Filmes""";"""PE""";""" -""";""" -""";"""Vitrine Filmes""";"""22""";"""29277,53""";"""4333"""
"""2017""";"""B1600245600000""";"""Antes o tempo não acabava""";"""Fábio Baldo/Sergio Andrade""";"""Ficção""";"""Rio Tarumã Films""";"""AM""";"""3 Moinhos Produções""";"""RJ""";"""Livres Distribuidora""";"""17""";"""19105,81""";"""1665"""
"""2017""";"""B1700255500000""";"""Aqualoucos""";"""Victor Ribeiro""";"""Documentário""";"""Paris Entretenimento""";"""SP""";"""Globo Filmes""";"""RJ""";"""Paris""";"""2""";"""2238,32""";"""118"""
"""2017""";"""B1500572900000""";"""As Aventuras do Pequeno Colombo""";"""Rodrigo Gava""";"""Animação""";"""Indiana Produções""";"""RJ""";"""Gava Produções""";"""RJ""";"""Downtown/Paris""";"""26""";"""33137,07""";"""2380"""
"""2017""";"""B1700054400000""";"""As duas Irenes""";"""Fabio Meira""";"""Ficção""";"""Roseira Filmes""";"""SP""";"""Polana Filmes/Lacuna Filmes""";"""SP/SP""";"""Vitrine Filmes""";"""36""";"""96921,34""";"""12962"""
"""2017""";"""B1500314300000""";"""Asco""";"""Ale Paschoalini""";"""Ficção""";"""Ale Paschoalini/Mosquito Project""";"""SP""";"""Mosquito Project""";"""MG""";"""Mosquito Project""";"""1""";"""1137,5""";"""43"""
"""2017""";"""B1600770800000""";"""Axé: Canto do Povo de Algum Lugar""";"""Francisco Mascarenhas Kertesz""";"""Documentário""";"""Macaco Gordo""";"""BA""";""" -""";""" -""";"""Zahir Company""";"""24""";"""451907,65""";"""32053"""
