"""Ano de exibição""";"""Distribuidora""";"""Número de Registro Ancine""";"""Origem da empresa distribuidora""";"""Público""";"""Público Filmes Brasileiros""";"""Renda (R$)""";"""Renda Filmes Brasileiros (R$)""";"""Títulos Exibidos""";"""Títulos Brasileiros  Exibidos""";"""Títulos Lançados""";"""Títulos Brasileiros Lançados"""
"""2013""";"""Canal Brasil""";"""1500""";"""Distribuição Nacional""";"""8097""";"""8097""";"""96523,98""";"""96524""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Cesar Augusto Gananian""";"""3833""";"""Distribuição Nacional""";"""867""";"""867""";"""13260,91""";"""13261""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Cicatrix Filmes""";"""23272""";"""Distribuição Nacional""";"""4032""";"""4032""";"""31674,35""";"""31674""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Ciclorama""";"""17471""";"""Distribuição Nacional""";"""1262""";"""1262""";"""11903,08""";"""11903""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Cine Santa Teresa""";"""14200""";"""Distribuição Nacional""";"""2285""";"""2285""";"""17781,5""";"""17782""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Cinema Cinema Produções""";"""21101""";"""Distribuição Nacional""";"""496""";"""496""";"""4752,93""";"""4753""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Cinevideo Produções""";"""21161""";"""Distribuição Nacional""";"""521""";"""521""";"""6178,5""";"""6179""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Copacabana Filmes""";"""506""";"""Distribuição Nacional""";"""1591""";"""1591""";"""14828,67""";"""14829""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Cultura Maior""";"""22903""";"""Distribuição Nacional""";"""1676""";"""1676""";"""21519,41""";"""21519""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Diamond Films do Brasil """;"""22724""";"""Distribuição Nacional""";"""1156042""";"""0""";"""13841235,06""";"""0""";"""10""";"""0""";"""10""";"""0"""
"""2013""";"""Disney""";"""18398""";"""Distribuição Internacional""";"""24312178""";"""818828""";"""296349213""";"""8954177""";"""21""";"""3""";"""10""";"""3"""
"""2013""";"""Docdoma Filmes""";"""5421""";"""Distribuição Nacional""";"""750""";"""750""";"""5938,5""";"""5939""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""15""";"""15""";"""232""";"""232""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""12955183""";"""12955183""";"""141436440,89""";"""141436441""";"""7""";"""7""";"""7""";"""7"""
"""2013""";"""Downtown/Paris/RioFilme""";"""4904/11922/105""";"""Distribuição Nacional""";"""4147267""";"""4147267""";"""43099264,29""";"""43099264""";"""4""";"""4""";"""1""";"""1"""
"""2013""";"""Downtown/Sony/RioFilme""";"""4904/84/105""";"""Codistribuição Internacional-Nacional""";"""353690""";"""353690""";"""3099476,47""";"""3099476""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Drama Filmes""";"""610""";"""Distribuição Nacional""";"""365""";"""365""";"""1104""";"""1104""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""E.H. Produções""";"""461""";"""Distribuição Nacional""";"""6678""";"""6678""";"""75982,23""";"""75982""";"""3""";"""3""";"""3""";"""3"""
"""2013""";"""Elo Company""";"""5672""";"""Distribuição Nacional""";"""2658""";"""2658""";"""35428,62""";"""35429""";"""2""";"""2""";"""2""";"""2"""
"""2013""";"""Em Foco Multimídia""";"""1134""";"""Distribuição Nacional""";"""747""";"""747""";"""6899,22""";"""6899""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Esfera Produções""";"""18039""";"""Distribuição Nacional""";"""308216""";"""0""";"""3919775,39""";"""0""";"""23""";"""0""";"""14""";"""0"""
"""2013""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""122559""";"""118561""";"""1430203,62""";"""1382123""";"""10""";"""8""";"""7""";"""6"""
"""2013""";"""Espaço Filmes/Videofilmes""";"""1083/276""";"""Distribuição Nacional""";"""2585""";"""2585""";"""31043,54""";"""31044""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Espaço Itaú de Cinema""";"""14006""";"""Distribuição Nacional""";"""1667""";"""0""";"""31115,99""";"""0""";"""3""";"""0""";"""0""";"""0"""
"""2013""";"""Estação Elétrica Produções""";"""1897""";"""Distribuição Nacional""";"""183""";"""183""";"""1414""";"""1414""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""442369""";"""197788""";"""5197744,47""";"""2059408""";"""11""";"""3""";"""10""";"""3"""
"""2013""";"""Europa/RioFilme""";"""2250/105""";"""Distribuição Nacional""";"""1622046""";"""1622046""";"""17208325,26""";"""17208325""";"""2""";"""2""";"""2""";"""2"""
"""2013""";"""F. J. Cines""";"""310""";"""Distribuição Nacional""";"""5079""";"""0""";"""35314,5""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2013""";"""Festival Filmes""";"""16538""";"""Distribuição Nacional""";"""248""";"""248""";"""3591,06""";"""3591""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""21683""";"""0""";"""199460,74""";"""0""";"""15""";"""0""";"""7""";"""0"""
"""2013""";"""FM Produções""";"""21461""";"""Distribuição Nacional""";"""120""";"""120""";"""1276,99""";"""1277""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Formosa Filmes""";"""16462""";"""Distribuição Nacional""";"""769""";"""769""";"""10007,06""";"""10007""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Forte Filmes""";"""12699""";"""Distribuição Nacional""";"""2002""";"""2002""";"""25387,81""";"""25388""";"""2""";"""2""";"""2""";"""2"""
"""2013""";"""Fox""";"""256""";"""Distribuição Internacional""";"""18486428""";"""125502""";"""222002175""";"""1302369""";"""22""";"""1""";"""19""";"""1"""
"""2013""";"""Graça Filmes""";"""16514""";"""Distribuição Nacional""";"""1170""";"""0""";"""6456,5""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2013""";"""Grafo Audiovisual""";"""13715""";"""Distribuição Nacional""";"""98""";"""98""";"""280""";"""280""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Grupo Storm""";"""25676""";"""Distribuição Nacional""";"""325""";"""325""";"""3178""";"""3178""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Gullane Entretenimento""";"""848""";"""Distribuição Nacional""";"""527""";"""527""";"""6479,84""";"""6480""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""H2O Films""";"""24619/21541""";"""Distribuição Nacional""";"""99257""";"""18135""";"""1268177,62""";"""197859""";"""8""";"""3""";"""7""";"""2"""
"""2013""";"""H2O Films/RioFilme""";"""24619/21541/105""";"""Distribuição Nacional""";"""13151""";"""13151""";"""115473,14""";"""115473""";"""3""";"""3""";"""1""";"""1"""
"""2013""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""9822007""";"""4293576""";"""109536811,26""";"""45596918""";"""37""";"""7""";"""30""";"""5"""
"""2013""";"""Imagem/Fox""";"""1935/256""";"""Codistribuição Internacional-Nacional""";"""1715763""";"""1715763""";"""18253649,24""";"""18253649""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""893313""";"""146688""";"""10487861,54""";"""1522849""";"""66""";"""9""";"""37""";"""6"""
"""2013""";"""Instituto Via BR""";"""24513""";"""Distribuição Nacional""";"""1486""";"""1486""";"""17938,9""";"""17939""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Kino Filmes""";"""762""";"""Distribuição Nacional""";"""444""";"""444""";"""2162,72""";"""2163""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Lança Filmes""";"""25115""";"""Distribuição Nacional""";"""351""";"""351""";"""2449,33""";"""2449""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Lume""";"""11990""";"""Distribuição Nacional""";"""10354""";"""10216""";"""95366,98""";"""94423""";"""8""";"""4""";"""4""";"""4"""
"""2013""";"""Maff Representação e Participação""";"""21823""";"""Distribuição Nacional""";"""2557""";"""2557""";"""32997,93""";"""32998""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Mapa Filmes do Brasil""";"""647""";"""Distribuição Nacional""";"""518""";"""518""";"""3361,27""";"""3361""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Moviola Filmes""";"""18147""";"""Distribuição Nacional""";"""67""";"""67""";"""153""";"""153""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""NGM Produções""";"""891""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Oswaldo Montenegro Produções Artísticas""";"""6707""";"""Distribuição Nacional""";"""1971""";"""1971""";"""29109,04""";"""29109""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Paleotv""";"""4958""";"""Distribuição Nacional""";"""1431""";"""1431""";"""6025,7""";"""6026""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Panda Filmes""";"""941""";"""Distribuição Nacional""";"""2674""";"""2662""";"""26381,74""";"""26316""";"""4""";"""3""";"""4""";"""3"""
"""2013""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""181889""";"""12833""";"""2006380,57""";"""111943""";"""19""";"""6""";"""12""";"""5"""
"""2013""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""10865786""";"""0""";"""139958652""";"""0""";"""12""";"""0""";"""10""";"""0"""
"""2013""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""12782887""";"""218""";"""145078311,38""";"""1090""";"""53""";"""1""";"""32""";"""0"""
"""2013""";"""Pequi Filmes""";"""5446""";"""Distribuição Nacional""";"""25085""";"""25085""";"""262474,4""";"""262474""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Petrini""";"""18028""";"""Distribuição Nacional""";"""199""";"""0""";"""1396,8""";"""0""";"""4""";"""1""";"""3""";"""1"""
"""2013""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""1991""";"""1991""";"""16213,53""";"""16214""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""2137509""";"""669""";"""24318750,69""";"""9608""";"""16""";"""1""";"""10""";"""0"""
"""2013""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""16803""";"""15876""";"""96147,38""";"""85623""";"""5""";"""4""";"""3""";"""2"""
"""2013""";"""Prana Filmes""";"""1226""";"""Distribuição Nacional""";"""55""";"""55""";"""192""";"""192""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Raconto Produções Artísticas""";"""13044""";"""Distribuição Nacional""";"""207""";"""207""";"""1630""";"""1630""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""1219""";"""1219""";"""15310,15""";"""15310""";"""2""";"""2""";"""2""";"""2"""
"""2013""";"""RioFilme""";"""105""";"""Distribuição Nacional""";"""103""";"""103""";"""615""";"""615""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Serendip""";"""4626""";"""Distribuição Nacional""";"""100922""";"""4550""";"""1200226,17""";"""51515""";"""5""";"""1""";"""2""";"""1"""
"""2013""";"""Signopus""";"""1494""";"""Distribuição Nacional""";"""8600""";"""8600""";"""62408,52""";"""62409""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Sony """;"""84""";"""Distribuição Internacional""";"""14131074""";"""18749""";"""162044228,12""";"""213113""";"""20""";"""1""";"""14""";"""0"""
"""2013""";"""Sony/Downtown""";"""84/4904""";"""Codistribuição Internacional-Nacional""";"""200""";"""200""";"""266""";"""266""";"""1""";"""1""";"""0""";"""0"""
"""2013""";"""Sony/RioFilme""";"""84/105""";"""Codistribuição Internacional-Nacional""";"""189113""";"""189113""";"""1965050,95""";"""1965051""";"""2""";"""2""";"""1""";"""1"""
"""2013""";"""TGD Filmes""";"""68""";"""Distribuição Nacional""";"""4326""";"""4326""";"""40853,73""";"""40854""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Tigre Produções Cinematográficas""";"""2234""";"""Distribuição Nacional""";"""16908""";"""16908""";"""76447,52""";"""76448""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Tucumán""";"""16132""";"""Distribuição Nacional""";"""25603""";"""1857""";"""268985,95""";"""14470""";"""9""";"""3""";"""7""";"""2"""
"""2013""";"""TV Zero Cinema""";"""4586""";"""Distribuição Nacional""";"""797""";"""797""";"""6332,82""";"""6333""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""15118609""";"""0""";"""172077728,75""";"""0""";"""16""";"""0""";"""12""";"""0"""
"""2013""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""11023""";"""11023""";"""127590,8""";"""127591""";"""4""";"""4""";"""3""";"""3"""
"""2013""";"""Vilacine""";"""18499""";"""Distribuição Nacional""";"""4224""";"""4224""";"""49805,34""";"""49805""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Vinny filmes """;"""17810""";"""Distribuição Nacional""";"""139376""";"""12""";"""1603927,53""";"""60""";"""8""";"""1""";"""2""";"""0"""
"""2013""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""199973""";"""125789""";"""2139176,74""";"""1283591""";"""21""";"""18""";"""15""";"""13"""
"""2013""";"""Warner""";"""265""";"""Distribuição Internacional""";"""15955979""";"""725732""";"""198782553,63""";"""7471327""";"""19""";"""2""";"""12""";"""1"""
"""2013""";"""William Cubits Capela""";"""4946""";"""Distribuição Nacional""";"""1102""";"""1102""";"""4554,35""";"""4554""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Zazen""";"""611""";"""Distribuição Nacional""";"""775""";"""775""";"""6272""";"""6272""";"""1""";"""1""";"""1""";"""1"""
"""2013""";"""Zeta Filmes""";"""22936""";"""Distribuição Nacional""";"""43537""";"""0""";"""412150,04""";"""0""";"""4""";"""0""";"""4""";"""0"""
"""2014""";"""Ab Filmes""";"""136""";"""Distribuição Nacional""";"""740""";"""740""";"""9678,4""";"""9678""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Ab Filmes/Polifilmes""";"""136/2550""";"""Distribuição Nacional""";"""90""";"""90""";"""1110,3""";"""1110""";"""2""";"""2""";"""0""";"""0"""
"""2014""";"""Activity filmes""";"""309""";"""Distribuição Nacional""";"""94812""";"""0""";"""1284203,1""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2014""";"""Aiuê Filmes""";"""18678""";"""Distribuição Nacional""";"""2192""";"""2192""";"""21416,16""";"""21416""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Alphaville Filmes""";"""6418""";"""Distribuição Nacional""";"""366439""";"""0""";"""4555119,6""";"""0""";"""14""";"""0""";"""8""";"""0"""
"""2014""";"""ArtHouse""";"""22808""";"""Distribuição Nacional""";"""1516""";"""1516""";"""19711,55""";"""19712""";"""3""";"""3""";"""2""";"""2"""
"""2014""";"""Bela Filmes""";"""18625""";"""Distribuição Nacional""";"""192""";"""192""";"""1598,34""";"""1598""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Biscoito Fino""";"""28161""";"""Distribuição Nacional""";"""2563""";"""2563""";"""33877""";"""33877""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Boulevard Filmes""";"""17484""";"""Distribuição Nacional""";"""1071""";"""1071""";"""5941""";"""5941""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Bretz Vídeo""";"""19243""";"""Distribuição Nacional""";"""2356""";"""0""";"""17274""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2014""";"""Busca Vida Filmes""";"""18932""";"""Distribuição Nacional""";"""243""";"""243""";"""3099,43""";"""3099""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Cafco Filmes""";"""24886""";"""Distribuição Nacional""";"""3430""";"""0""";"""43372,39""";"""0""";"""3""";"""0""";"""1""";"""0"""
"""2014""";"""Caliban""";"""854""";"""Distribuição Nacional""";"""301""";"""301""";"""3516,04""";"""3516""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""3528794""";"""136992""";"""41578948,14""";"""1778907""";"""26""";"""2""";"""19""";"""2"""
"""2014""";"""Cavideo Produções""";"""11893""";"""Distribuição Nacional""";"""970""";"""970""";"""4875""";"""4875""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Cine Group""";"""2647""";"""Distribuição Nacional""";"""1514""";"""1514""";"""21688,27""";"""21688""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Cine Santa Teresa""";"""14200""";"""Distribuição Nacional""";"""355""";"""355""";"""0""";"""0""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Cinemark Brasil""";"""1843""";"""Distribuição Nacional""";"""132074""";"""0""";"""1168269,44""";"""0""";"""24""";"""0""";"""0""";"""0"""
"""2014""";"""Copacabana Filmes""";"""506""";"""Distribuição Nacional""";"""508901""";"""508901""";"""6447968,11""";"""6447968""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Diamond Films do Brasil """;"""22724""";"""Distribuição Nacional""";"""2213504""";"""0""";"""27377218,02""";"""0""";"""17""";"""0""";"""12""";"""0"""
"""2014""";"""Disney""";"""18398""";"""Distribuição Internacional""";"""23255762""";"""1776579""";"""297043224""";"""20732500""";"""29""";"""1""";"""18""";"""1"""
"""2014""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""1372""";"""1372""";"""17486,66""";"""17487""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""11302757""";"""11302757""";"""130899741,17""";"""130899741""";"""21""";"""21""";"""16""";"""16"""
"""2014""";"""E.H. Produções""";"""461""";"""Distribuição Nacional""";"""1754""";"""1754""";"""21364,82""";"""21365""";"""2""";"""2""";"""1""";"""1"""
"""2014""";"""Elo Company""";"""5672""";"""Distribuição Nacional""";"""15038""";"""15038""";"""198519,85""";"""198520""";"""7""";"""7""";"""7""";"""7"""
"""2014""";"""Esfera Produções""";"""18039""";"""Distribuição Nacional""";"""193002""";"""0""";"""2291324,06""";"""0""";"""31""";"""0""";"""13""";"""0"""
"""2014""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""150812""";"""115236""";"""1745963,14""";"""1295552""";"""27""";"""20""";"""16""";"""13"""
"""2014""";"""Espaço Filmes/Videofilmes""";"""1083/276""";"""Distribuição Nacional""";"""18""";"""18""";"""83,5""";"""84""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Espaço Itaú de Cinema""";"""14006""";"""Distribuição Nacional""";"""620""";"""0""";"""12844,93""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2014""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""241591""";"""93287""";"""2887315,15""";"""1014063""";"""16""";"""2""";"""11""";"""2"""
"""2014""";"""Europa/RioFilme""";"""2250/105""";"""Distribuição Nacional""";"""29""";"""29""";"""160,27""";"""160""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""F. J. Cines""";"""310""";"""Distribuição Nacional""";"""10326""";"""0""";"""88022""";"""0""";"""3""";"""0""";"""1""";"""0"""
"""2014""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""14662""";"""0""";"""169528,88""";"""0""";"""9""";"""0""";"""6""";"""0"""
"""2014""";"""Fox""";"""256""";"""Distribuição Internacional""";"""35615652""";"""705300""";"""443380702""";"""8389625""";"""32""";"""3""";"""19""";"""2"""
"""2014""";"""Graça Filmes""";"""16514""";"""Distribuição Nacional""";"""325588""";"""0""";"""3122035,74""";"""0""";"""2""";"""0""";"""2""";"""0"""
"""2014""";"""Grafo Audiovisual""";"""13715""";"""Distribuição Nacional""";"""86""";"""86""";"""334""";"""334""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""H2O Films""";"""24619/21541""";"""Distribuição Nacional""";"""930680""";"""409122""";"""10897229,15""";"""4558997""";"""13""";"""5""";"""12""";"""4"""
"""2014""";"""Hype101""";"""25754""";"""Distribuição Nacional""";"""2120""";"""0""";"""28318,96""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2014""";"""Ideias Ideais/Nossa Distribuidora""";"""1027""";"""Distribuição Nacional""";"""4849""";"""4849""";"""59878,11""";"""59878""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Ideias Maria Farinha""";"""15848""";"""Distribuição Nacional""";"""14892""";"""14892""";"""193057,4""";"""193057""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""10268141""";"""2280037""";"""129219219,58""";"""27383882""";"""38""";"""7""";"""29""";"""6"""
"""2014""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""513466""";"""104083""";"""6451705,83""";"""1190491""";"""61""";"""14""";"""29""";"""4"""
"""2014""";"""Instituto Via BR""";"""24513""";"""Distribuição Nacional""";"""84""";"""84""";"""586""";"""586""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Kinofilmes Produções""";"""232""";"""Distribuição Nacional""";"""12""";"""12""";"""42""";"""42""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Kinoscópio""";"""2320""";"""Distribuição Nacional""";"""7563""";"""7563""";"""80229,75""";"""80230""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Laurence Produções""";"""22511""";"""Distribuição Nacional""";"""2462""";"""2462""";"""14091,52""";"""14092""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Livres Distribuidora""";"""21870""";"""Distribuição Nacional""";"""1449""";"""1449""";"""18590,87""";"""18591""";"""2""";"""2""";"""2""";"""2"""
"""2014""";"""Lotado Filmes""";"""22667""";"""Distribuição Nacional""";"""10865""";"""10865""";"""142564,19""";"""142564""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Lume""";"""11990""";"""Distribuição Nacional""";"""10614""";"""1274""";"""110537,71""";"""5798""";"""11""";"""2""";"""6""";"""1"""
"""2014""";"""Maria Gorda Filmes""";"""14771""";"""Distribuição Nacional""";"""20""";"""20""";"""150""";"""150""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Nossa Distribuidora""";"""20772""";"""Distribuição Nacional""";"""5759""";"""5759""";"""70112,29""";"""70112""";"""2""";"""2""";"""2""";"""2"""
"""2014""";"""O2 Play""";"""63""";"""Distribuição Nacional""";"""5211""";"""5211""";"""66206,88""";"""66207""";"""2""";"""2""";"""2""";"""2"""
"""2014""";"""Okna Produções""";"""11871""";"""Distribuição Nacional""";"""3667""";"""3667""";"""37165,79""";"""37166""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Panda Filmes""";"""941""";"""Distribuição Nacional""";"""1108""";"""919""";"""12216,14""";"""10586""";"""3""";"""2""";"""2""";"""2"""
"""2014""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""88855""";"""8484""";"""1066351,53""";"""73326""";"""37""";"""9""";"""12""";"""4"""
"""2014""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""16851754""";"""0""";"""226022810""";"""0""";"""10""";"""0""";"""9""";"""0"""
"""2014""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""9817903""";"""0""";"""119468817,52""";"""0""";"""43""";"""0""";"""26""";"""0"""
"""2014""";"""Petrini""";"""18028""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""1591""";"""1591""";"""10167,77""";"""10168""";"""2""";"""2""";"""1""";"""1"""
"""2014""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""2005610""";"""0""";"""26112526,73""";"""0""";"""12""";"""0""";"""9""";"""0"""
"""2014""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""4954""";"""3426""";"""61027,3""";"""43420""";"""7""";"""4""";"""4""";"""2"""
"""2014""";"""Prana Filmes""";"""1226""";"""Distribuição Nacional""";"""39""";"""39""";"""100""";"""100""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Raconto Produções Artísticas""";"""13044""";"""Distribuição Nacional""";"""91""";"""91""";"""903""";"""903""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""1526""";"""1526""";"""18357,86""";"""18358""";"""4""";"""4""";"""2""";"""2"""
"""2014""";"""Sam Rádio Pictures""";"""16852""";"""Distribuição Nacional""";"""0""";"""0""";"""0""";"""0""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Santa Rita Filmes""";"""21756""";"""Distribuição Nacional""";"""25999""";"""25999""";"""327317,11""";"""327317""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Signopus""";"""1494""";"""Distribuição Nacional""";"""77""";"""77""";"""184,3""";"""184""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Sony """;"""84""";"""Distribuição Internacional""";"""11456457""";"""892367""";"""143481276,4""";"""9534967""";"""21""";"""2""";"""13""";"""2"""
"""2014""";"""Tucumán""";"""16132""";"""Distribuição Nacional""";"""100681""";"""1028""";"""1222759,78""";"""9045""";"""15""";"""3""";"""9""";"""2"""
"""2014""";"""TV Zero Cinema""";"""4586""";"""Distribuição Nacional""";"""1274""";"""1274""";"""17983,5""";"""17984""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""UCI""";"""749""";"""Distribuição Nacional""";"""4899""";"""0""";"""129872""";"""0""";"""6""";"""0""";"""6""";"""0"""
"""2014""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""6033413""";"""259247""";"""74008635,4""";"""3040736""";"""11""";"""1""";"""7""";"""1"""
"""2014""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""44""";"""44""";"""212""";"""212""";"""2""";"""2""";"""0""";"""0"""
"""2014""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""255299""";"""244593""";"""2953109,51""";"""2809754""";"""23""";"""19""";"""9""";"""8"""
"""2014""";"""Warner""";"""265""";"""Distribuição Internacional""";"""19168700""";"""99069""";"""248926440""";"""1240111""";"""37""";"""2""";"""18""";"""1"""
"""2014""";"""William Cubits Capela""";"""4946""";"""Distribuição Nacional""";"""120""";"""120""";"""1021,5""";"""1022""";"""1""";"""1""";"""0""";"""0"""
"""2014""";"""Ze's Produções""";"""22810""";"""Distribuição Nacional""";"""366""";"""366""";"""4156""";"""4156""";"""1""";"""1""";"""1""";"""1"""
"""2014""";"""Zeta Filmes""";"""22936""";"""Distribuição Nacional""";"""19252""";"""0""";"""230107,15""";"""0""";"""10""";"""0""";"""6""";"""0"""
"""2015""";"""7Estrelo Filmes""";"""1772""";"""Distribuição Nacional""";"""2721""";"""2721""";"""33158,32""";"""33158""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""ABR Cine Vídeo""";"""15440""";"""Distribuição Nacional""";"""169""";"""169""";"""1328,08""";"""1328""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Agência Observatório""";"""26345""";"""Distribuição Nacional""";"""722""";"""722""";"""11879,24""";"""11879""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Alpha Filmes""";"""5963""";"""Distribuição Nacional""";"""121075""";"""0""";"""1648814,47""";"""0""";"""8""";"""0""";"""8""";"""0"""
"""2015""";"""Alphaville Filmes""";"""6418""";"""Distribuição Nacional""";"""399824""";"""0""";"""5631925,87""";"""0""";"""31""";"""0""";"""19""";"""0"""
