"""Ano de exibição""";"""Distribuidora""";"""Número de Registro Ancine""";"""Origem da empresa distribuidora""";"""Público""";"""Público Filmes Brasileiros""";"""Renda (R$)""";"""Renda Filmes Brasileiros (R$)""";"""Títulos Exibidos""";"""Títulos Brasileiros  Exibidos""";"""Títulos Lançados""";"""Títulos Brasileiros Lançados"""
"""2015""";"""Araçá Azul""";"""4701""";"""Distribuição Nacional""";"""427""";"""427""";"""5338,5""";"""5339""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""ArtHouse""";"""22808""";"""Distribuição Nacional""";"""16521""";"""16521""";"""150698,29""";"""150698""";"""3""";"""3""";"""3""";"""3"""
"""2015""";"""Bela Filmes""";"""18625""";"""Distribuição Nacional""";"""307""";"""307""";"""3771""";"""3771""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Biscoito Fino""";"""28161""";"""Distribuição Nacional""";"""777""";"""777""";"""9461""";"""9461""";"""1""";"""1""";"""0""";"""0"""
"""2015""";"""Bodhgaya Films""";"""17583""";"""Distribuição Nacional""";"""7680""";"""7680""";"""114746,33""";"""114746""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Boulevard Filmes""";"""17484""";"""Distribuição Nacional""";"""10800""";"""10800""";"""79344,37""";"""79344""";"""3""";"""3""";"""3""";"""3"""
"""2015""";"""Bretz Vídeo""";"""19243""";"""Distribuição Nacional""";"""27437""";"""0""";"""357582,77""";"""0""";"""6""";"""0""";"""5""";"""0"""
"""2015""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""1522461""";"""0""";"""20326905,31""";"""0""";"""36""";"""0""";"""28""";"""0"""
"""2015""";"""Camisa Treze""";"""4369""";"""Distribuição Nacional""";"""1401""";"""1401""";"""17391,89""";"""17392""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Cazion Films Brasil""";"""31096""";"""Distribuição Nacional""";"""384735""";"""0""";"""5014816,03""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2015""";"""Cine Group""";"""2647""";"""Distribuição Nacional""";"""750""";"""750""";"""9234,11""";"""9234""";"""1""";"""1""";"""0""";"""0"""
"""2015""";"""Cine Santa Teresa""";"""14200""";"""Distribuição Nacional""";"""5344""";"""948""";"""67784,35""";"""12224""";"""2""";"""1""";"""2""";"""1"""
"""2015""";"""Cinemark Brasil""";"""1843""";"""Distribuição Nacional""";"""137904""";"""359""";"""1864673,53""";"""3246""";"""24""";"""1""";"""6""";"""0"""
"""2015""";"""Cinépolis""";"""17266""";"""Distribuição Nacional""";"""7199""";"""0""";"""88087,6""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2015""";"""Clarissa Appelt Baptista San Roman""";"""23664""";"""Distribuição Nacional""";"""111""";"""111""";"""1368,55""";"""1369""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Comalt""";"""380""";"""Distribuição Nacional""";"""7352""";"""7352""";"""86229,49""";"""86229""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Copacabana Filmes""";"""506""";"""Distribuição Nacional""";"""10332""";"""10332""";"""210134,28""";"""210134""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Cultura""";"""1125""";"""Distribuição Nacional""";"""308""";"""308""";"""4164""";"""4164""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Daza Filmes""";"""17547""";"""Distribuição Nacional""";"""718""";"""718""";"""6933,14""";"""6933""";"""3""";"""3""";"""3""";"""3"""
"""2015""";"""Delícia Filmes""";"""18156""";"""Distribuição Nacional""";"""30141""";"""30141""";"""362537,74""";"""362538""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Diamond Films do Brasil """;"""22724""";"""Distribuição Nacional""";"""2468321""";"""0""";"""35371157,73""";"""0""";"""22""";"""0""";"""15""";"""0"""
"""2015""";"""Disney""";"""18398""";"""Distribuição Internacional""";"""29974466""";"""0""";"""417335567,62""";"""0""";"""37""";"""0""";"""9""";"""0"""
"""2015""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""3098""";"""3098""";"""38837,43""";"""38837""";"""2""";"""2""";"""2""";"""2"""
"""2015""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""12209393""";"""12209393""";"""147349606,57""";"""147349607""";"""22""";"""22""";"""15""";"""15"""
"""2015""";"""Downtown/Paris/RioFilme""";"""4904/11922/105""";"""Distribuição Nacional""";"""47""";"""47""";"""156""";"""156""";"""1""";"""1""";"""0""";"""0"""
"""2015""";"""Dunamys Films""";"""21494""";"""Distribuição Nacional""";"""5112""";"""0""";"""55335,34""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2015""";"""E.H. Produções""";"""461""";"""Distribuição Nacional""";"""1574""";"""1574""";"""13712,25""";"""13712""";"""1""";"""1""";"""0""";"""0"""
"""2015""";"""Elite Filmes""";"""22364""";"""Distribuição Nacional""";"""6262""";"""523""";"""90412,79""";"""6696""";"""3""";"""1""";"""3""";"""1"""
"""2015""";"""Elo Company""";"""5672""";"""Distribuição Nacional""";"""17710""";"""17710""";"""225136,77""";"""225137""";"""8""";"""8""";"""6""";"""6"""
"""2015""";"""Esfera Produções""";"""18039""";"""Distribuição Nacional""";"""109879""";"""0""";"""1356611,6""";"""0""";"""33""";"""0""";"""7""";"""0"""
"""2015""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""99465""";"""25369""";"""1355379,59""";"""281077""";"""25""";"""15""";"""7""";"""2"""
"""2015""";"""Espaço Filmes/Videofilmes""";"""1083/276""";"""Distribuição Nacional""";"""14498""";"""14498""";"""187626,54""";"""187627""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Espaço Itaú de Cinema""";"""14006""";"""Distribuição Nacional""";"""197""";"""0""";"""4436,5""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2015""";"""Estrangeira Filmes""";"""21082""";"""Distribuição Nacional""";"""491""";"""491""";"""5809""";"""5809""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""364680""";"""236077""";"""4889011,56""";"""3011379""";"""13""";"""5""";"""8""";"""4"""
"""2015""";"""F. J. Cines""";"""310""";"""Distribuição Nacional""";"""18073""";"""0""";"""227527,71""";"""0""";"""5""";"""0""";"""0""";"""0"""
"""2015""";"""Film Connection/Imovision""";"""5587/11868/173""";"""Distribuição Nacional""";"""38073""";"""38073""";"""524238,74""";"""524239""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""5106""";"""0""";"""62396,81""";"""0""";"""5""";"""0""";"""2""";"""0"""
"""2015""";"""Filmikka Produções""";"""23256""";"""Distribuição Nacional""";"""243""";"""243""";"""3301""";"""3301""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Forte Filmes""";"""12699""";"""Distribuição Nacional""";"""3517""";"""3517""";"""49818,28""";"""49818""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Fox""";"""256""";"""Distribuição Internacional""";"""27476565""";"""973744""";"""362333813,1""";"""12484846""";"""48""";"""3""";"""26""";"""2"""
"""2015""";"""Fundação Maurício Grabois""";"""22073""";"""Distribuição Nacional""";"""260""";"""260""";"""4167,46""";"""4167""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Gullane Entretenimento""";"""848""";"""Distribuição Nacional""";"""153""";"""153""";"""2161""";"""2161""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""H2O Films""";"""24619/21541""";"""Distribuição Nacional""";"""3585321""";"""3422625""";"""45402326,01""";"""43271320""";"""9""";"""4""";"""5""";"""3"""
"""2015""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""3960151""";"""2444370""";"""51346333,77""";"""30115263""";"""26""";"""9""";"""13""";"""3"""
"""2015""";"""Imagem/Conspiração""";"""1935/10""";"""Distribuição Nacional""";"""80335""";"""80335""";"""1026924,65""";"""1026925""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""697928""";"""30303""";"""10038723,63""";"""348037""";"""85""";"""19""";"""43""";"""5"""
"""2015""";"""Internacional Produções de Cinema e Vídeo""";"""4758""";"""Distribuição Nacional""";"""22""";"""22""";"""245,66""";"""246""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Lagoa Filmes""";"""18072""";"""Distribuição Nacional""";"""3119""";"""3119""";"""43810,37""";"""43810""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Lança Filmes""";"""25115""";"""Distribuição Nacional""";"""5527""";"""3455""";"""65980,68""";"""38563""";"""3""";"""2""";"""3""";"""2"""
"""2015""";"""Livres Distribuidora""";"""21870""";"""Distribuição Nacional""";"""3275""";"""3275""";"""32904,11""";"""32904""";"""3""";"""3""";"""3""";"""3"""
"""2015""";"""Lotado Filmes""";"""22667""";"""Distribuição Nacional""";"""3478""";"""3478""";"""36280,99""";"""36281""";"""1""";"""1""";"""0""";"""0"""
"""2015""";"""Lume""";"""11990""";"""Distribuição Nacional""";"""725""";"""50""";"""8582,12""";"""300""";"""4""";"""2""";"""2""";"""1"""
"""2015""";"""MA7 Filmes""";"""16758""";"""Distribuição Nacional""";"""385""";"""385""";"""6253,61""";"""6254""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Maria Farinha Filmes""";"""18069""";"""Distribuição Nacional""";"""6868""";"""5519""";"""92160,12""";"""73783""";"""2""";"""1""";"""2""";"""1"""
"""2015""";"""Milocos Entretenimento""";"""21106""";"""Distribuição Nacional""";"""62250""";"""62250""";"""951307,58""";"""951308""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Moro Comunicação""";"""5224""";"""Distribuição Nacional""";"""4363""";"""4363""";"""46830,91""";"""46831""";"""2""";"""2""";"""2""";"""2"""
"""2015""";"""Nossa Distribuidora""";"""20772""";"""Distribuição Nacional""";"""4406""";"""4406""";"""58928,76""";"""58929""";"""6""";"""6""";"""6""";"""6"""
"""2015""";"""O2 Play""";"""63""";"""Distribuição Nacional""";"""1645""";"""1645""";"""35167,27""";"""35167""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Pandora """;"""12443/333""";"""Distribuição Nacional""";"""566193""";"""500658""";"""7805337,64""";"""6969523""";"""25""";"""8""";"""9""";"""5"""
"""2015""";"""Pansport""";"""29227""";"""Distribuição Nacional""";"""3449""";"""3449""";"""37026,66""";"""37027""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Paramount""";"""169""";"""Distribuição Internacional""";"""10703927""";"""0""";"""147901007""";"""0""";"""8""";"""0""";"""5""";"""0"""
"""2015""";"""Paris """;"""11922""";"""Distribuição Nacional""";"""14495358""";"""0""";"""199196922,17""";"""0""";"""48""";"""0""";"""27""";"""0"""
"""2015""";"""Pipa""";"""5467""";"""Distribuição Nacional""";"""627""";"""627""";"""4644""";"""4644""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Playarte""";"""443""";"""Distribuição Nacional""";"""641249""";"""0""";"""8628107,93""";"""0""";"""11""";"""0""";"""8""";"""0"""
"""2015""";"""Plural Filmes Sul""";"""5736""";"""Distribuição Nacional""";"""318""";"""318""";"""4948,16""";"""4948""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Polifilmes""";"""2550""";"""Distribuição Nacional""";"""388""";"""148""";"""3361""";"""1175""";"""3""";"""1""";"""0""";"""0"""
"""2015""";"""Polifilmes/Plateau Filmes""";"""2550/13691""";"""Distribuição Nacional""";"""1347""";"""1347""";"""13902,03""";"""13902""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Preta Portê Filmes""";"""16197""";"""Distribuição Nacional""";"""719""";"""719""";"""10008,88""";"""10009""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Raiz Filmes""";"""11792""";"""Distribuição Nacional""";"""5418""";"""5418""";"""50322,5""";"""50323""";"""10""";"""10""";"""6""";"""6"""
"""2015""";"""Sesc """;"""2295""";"""Distribuição Nacional""";"""587""";"""587""";"""8884,83""";"""8885""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Sony """;"""84""";"""Distribuição Internacional""";"""10384149""";"""97697""";"""143403611,82""";"""1516552""";"""18""";"""1""";"""14""";"""1"""
"""2015""";"""Supo Mungam Films""";"""28508""";"""Distribuição Nacional""";"""32402""";"""0""";"""418138,85""";"""0""";"""10""";"""0""";"""9""";"""0"""
"""2015""";"""Tia Maria Filmes""";"""23754""";"""Distribuição Nacional""";"""273""";"""273""";"""3914""";"""3914""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Tremè Produções""";"""23364""";"""Distribuição Nacional""";"""1292""";"""1292""";"""16821,65""";"""16822""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Tucumán""";"""16132""";"""Distribuição Nacional""";"""78887""";"""2341""";"""999199,23""";"""28958""";"""16""";"""3""";"""10""";"""1"""
"""2015""";"""UCI""";"""749""";"""Distribuição Nacional""";"""29996""";"""0""";"""830938,5""";"""0""";"""11""";"""0""";"""10""";"""0"""
"""2015""";"""Universal""";"""169/84/33787""";"""Distribuição Internacional""";"""35954980""";"""439446""";"""498576453,22""";"""5159605""";"""28""";"""2""";"""20""";"""1"""
"""2015""";"""Universal Music Brasil""";"""16080""";"""Distribuição Nacional""";"""20565""";"""0""";"""420251,66""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2015""";"""Universal/Europa/Elo Company""";"""169/84/33787/2250/5672""";"""Codistribuição Internacional-Nacional""";"""1637032""";"""1637032""";"""21108060,56""";"""21108061""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Urca Filme""";"""1304""";"""Distribuição Nacional""";"""11965""";"""11965""";"""178508,09""";"""178508""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Vermelho Profundo""";"""26309""";"""Distribuição Nacional""";"""294""";"""294""";"""2804""";"""2804""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Videofilmes""";"""276""";"""Distribuição Nacional""";"""6689""";"""6689""";"""74647,54""";"""74648""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Vilacine""";"""18499""";"""Distribuição Nacional""";"""6932""";"""566""";"""75503,85""";"""5843""";"""3""";"""2""";"""2""";"""1"""
"""2015""";"""Vinny filmes """;"""17810""";"""Distribuição Nacional""";"""8581""";"""8581""";"""110064,97""";"""110065""";"""1""";"""1""";"""1""";"""1"""
"""2015""";"""Vitrine Filmes""";"""16713""";"""Distribuição Nacional""";"""104149""";"""79865""";"""1267417,16""";"""924789""";"""33""";"""29""";"""13""";"""11"""
"""2015""";"""Warner""";"""265""";"""Distribuição Internacional""";"""14280018""";"""14337""";"""202276750""";"""184598""";"""30""";"""1""";"""18""";"""1"""
"""2015""";"""Zeta Filmes""";"""22936""";"""Distribuição Nacional""";"""110846""";"""0""";"""1375959,69""";"""0""";"""13""";"""0""";"""6""";"""0"""
"""2016""";"""2A Produções""";"""33404""";"""Distribuição Nacional""";"""59""";"""59""";"""320""";"""320""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""4 Ventos Comunicação""";"""858""";"""Distribuição Nacional""";"""312""";"""312""";"""2600""";"""2600""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""7Estrelo Filmes""";"""1772""";"""Distribuição Nacional""";"""69""";"""69""";"""321,75""";"""322""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Affonso Uchôa""";"""20515""";"""Distribuição Nacional""";"""1959""";"""1959""";"""16904,19""";"""16904""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Águas de Março Filmes""";"""19054""";"""Distribuição Nacional""";"""5141""";"""5141""";"""64085,11""";"""64085""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Alpha Filmes""";"""5963""";"""Distribuição Nacional""";"""40050""";"""0""";"""521344,3""";"""0""";"""7""";"""0""";"""4""";"""0"""
"""2016""";"""Alpha Filmes/Pandora""";"""5963/12443/333""";"""Distribuição Nacional""";"""38""";"""0""";"""456,47""";"""0""";"""1""";"""0""";"""0""";"""0"""
"""2016""";"""Alphaville Filmes""";"""6418""";"""Distribuição Nacional""";"""515763""";"""0""";"""7842748,12""";"""0""";"""33""";"""0""";"""20""";"""0"""
"""2016""";"""ArtHouse""";"""22808""";"""Distribuição Nacional""";"""11928""";"""11928""";"""153015,08""";"""153015""";"""3""";"""3""";"""2""";"""2"""
"""2016""";"""Bang Filmes""";"""1126""";"""Distribuição Nacional""";"""5080""";"""5080""";"""44764,81""";"""44765""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Blest""";"""29137""";"""Distribuição Nacional""";"""238""";"""238""";"""2160""";"""2160""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Bonfilm""";"""14462""";"""Distribuição Nacional""";"""11967""";"""0""";"""162426,13""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2016""";"""Boulevard Filmes""";"""17484""";"""Distribuição Nacional""";"""914""";"""914""";"""5307""";"""5307""";"""5""";"""5""";"""2""";"""2"""
"""2016""";"""Bretz Vídeo""";"""19243""";"""Distribuição Nacional""";"""13378""";"""0""";"""164805,2""";"""0""";"""5""";"""0""";"""3""";"""0"""
"""2016""";"""Bretz Vídeo/Videofilmes""";"""19243/276""";"""Distribuição Nacional""";"""3187""";"""3187""";"""48018,21""";"""48018""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Califórnia """;"""532""";"""Distribuição Nacional""";"""708807""";"""0""";"""9867160,98""";"""0""";"""33""";"""0""";"""19""";"""0"""
"""2016""";"""Camisa Treze""";"""4369""";"""Distribuição Nacional""";"""772""";"""0""";"""9434""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2016""";"""Cazion Films Brasil""";"""31096""";"""Distribuição Nacional""";"""223468""";"""0""";"""3126790,28""";"""0""";"""2""";"""0""";"""1""";"""0"""
"""2016""";"""Cazumbá Filmes""";"""32206""";"""Distribuição Nacional""";"""247""";"""247""";"""2635,08""";"""2635""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Cigano Filmes""";"""21108""";"""Distribuição Nacional""";"""3368""";"""3368""";"""33682,11""";"""33682""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Cine Group""";"""2647""";"""Distribuição Nacional""";"""698""";"""698""";"""5801,88""";"""5802""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Cineart Filmes""";"""33340""";"""Distribuição Nacional""";"""4360""";"""1601""";"""51830,41""";"""17492""";"""2""";"""1""";"""2""";"""1"""
"""2016""";"""Cineluz Produções""";"""1053""";"""Distribuição Nacional""";"""592""";"""592""";"""7139,27""";"""7139""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Cinemark Brasil""";"""1843""";"""Distribuição Nacional""";"""32068""";"""0""";"""502659,36""";"""0""";"""17""";"""0""";"""1""";"""0"""
"""2016""";"""Cinépolis""";"""17266""";"""Distribuição Nacional""";"""12722""";"""0""";"""199975,69""";"""0""";"""3""";"""0""";"""3""";"""0"""
"""2016""";"""Clarissa Appelt Baptista San Roman""";"""23664""";"""Distribuição Nacional""";"""31""";"""31""";"""120""";"""120""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Com Domínio Filmes""";"""16431""";"""Distribuição Nacional""";"""1206""";"""1206""";"""17546,91""";"""17547""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Comalt""";"""380""";"""Distribuição Nacional""";"""225""";"""225""";"""3511,89""";"""3512""";"""2""";"""2""";"""1""";"""1"""
"""2016""";"""Conexão Cultural""";"""22060""";"""Distribuição Nacional""";"""11280""";"""11280""";"""129821,66""";"""129822""";"""2""";"""2""";"""2""";"""2"""
"""2016""";"""Cultura""";"""1125""";"""Distribuição Nacional""";"""55""";"""55""";"""268""";"""268""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Cultura Maior""";"""22903""";"""Distribuição Nacional""";"""62""";"""62""";"""870,1""";"""870""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""CV&F""";"""7024""";"""Distribuição Nacional""";"""53801""";"""53801""";"""723846,79""";"""723847""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Diamond Films do Brasil """;"""22724""";"""Distribuição Nacional""";"""2133871""";"""187015""";"""31939855,39""";"""2801547""";"""17""";"""1""";"""14""";"""1"""
"""2016""";"""Dilúvio Filmes""";"""19176""";"""Distribuição Nacional""";"""1875""";"""1875""";"""15140,15""";"""15140""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Disney""";"""18398""";"""Distribuição Internacional""";"""39058991""";"""153234""";"""572064184""";"""1935131""";"""32""";"""1""";"""15""";"""1"""
"""2016""";"""DM Filmes""";"""5816""";"""Distribuição Nacional""";"""339""";"""339""";"""3547,1""";"""3547""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Documenta Produções""";"""335""";"""Distribuição Nacional""";"""530""";"""530""";"""4657,77""";"""4658""";"""2""";"""2""";"""1""";"""1"""
"""2016""";"""Downtown """;"""4904""";"""Distribuição Nacional""";"""180""";"""180""";"""2354,76""";"""2355""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Downtown/Paris""";"""4904/11922""";"""Distribuição Nacional""";"""24826107""";"""24826107""";"""289438135,46""";"""289438135""";"""22""";"""22""";"""19""";"""19"""
"""2016""";"""E.H. Produções""";"""461""";"""Distribuição Nacional""";"""836""";"""836""";"""9472,18""";"""9472""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Elite Filmes""";"""22364""";"""Distribuição Nacional""";"""9159""";"""1988""";"""127775,88""";"""25203""";"""5""";"""2""";"""5""";"""2"""
"""2016""";"""Elo Company""";"""5672""";"""Distribuição Nacional""";"""43373""";"""43373""";"""622283,28""";"""622283""";"""6""";"""6""";"""4""";"""4"""
"""2016""";"""Esfera Produções""";"""18039""";"""Distribuição Nacional""";"""69101""";"""15324""";"""915398,76""";"""209171""";"""24""";"""1""";"""7""";"""1"""
"""2016""";"""Espaço Filmes """;"""1083""";"""Distribuição Nacional""";"""44365""";"""37207""";"""546877,63""";"""456905""";"""8""";"""6""";"""1""";"""1"""
"""2016""";"""Estação Luz Filmes""";"""1591""";"""Distribuição Nacional""";"""1912""";"""0""";"""21342,54""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2016""";"""Estrangeira Filmes""";"""21082""";"""Distribuição Nacional""";"""14""";"""14""";"""140""";"""140""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Europa""";"""2250""";"""Distribuição Nacional""";"""71085""";"""71085""";"""1016161,89""";"""1016162""";"""10""";"""10""";"""9""";"""9"""
"""2016""";"""Europa/Vinny filmes """;"""2250/17810""";"""Distribuição Nacional""";"""12147""";"""12147""";"""167481,2""";"""167481""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""F. J. Cines""";"""310""";"""Distribuição Nacional""";"""8230""";"""0""";"""90292,23""";"""0""";"""10""";"""0""";"""0""";"""0"""
"""2016""";"""Fênix Filmes""";"""31931""";"""Distribuição Nacional""";"""131667""";"""7897""";"""1896752,94""";"""88388""";"""13""";"""2""";"""13""";"""2"""
"""2016""";"""Film Connection/Imovision""";"""5587/11868/173""";"""Distribuição Nacional""";"""2""";"""2""";"""23,4""";"""23""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Filmes da Mostra""";"""1797/29957""";"""Distribuição Nacional""";"""8232""";"""0""";"""88537,6""";"""0""";"""8""";"""0""";"""3""";"""0"""
"""2016""";"""Flix Media""";"""34385""";"""Distribuição Nacional""";"""24832""";"""24832""";"""358359,07""";"""358359""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Fox""";"""256""";"""Distribuição Internacional""";"""30067672""";"""227826""";"""426992965,47""";"""3205158""";"""29""";"""2""";"""14""";"""1"""
"""2016""";"""Fundação Maurício Grabois""";"""22073""";"""Distribuição Nacional""";"""182""";"""182""";"""2042,26""";"""2042""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Gatacine""";"""1846""";"""Distribuição Nacional""";"""1641""";"""1641""";"""23196,64""";"""23197""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""H2O Films""";"""24619/21541""";"""Distribuição Nacional""";"""300612""";"""65682""";"""3896024,69""";"""881273""";"""3""";"""2""";"""3""";"""2"""
"""2016""";"""Heavy Bunker""";"""14167""";"""Distribuição Nacional""";"""533""";"""533""";"""8447,55""";"""8448""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Imagem """;"""1935""";"""Distribuição Nacional""";"""5895255""";"""3197486""";"""81263187,12""";"""40889679""";"""28""";"""8""";"""20""";"""7"""
"""2016""";"""Imovision """;"""11868/173""";"""Distribuição Nacional""";"""402887""";"""49771""";"""5946795,91""";"""594586""";"""74""";"""6""";"""36""";"""3"""
"""2016""";"""Infinito Produções""";"""1206""";"""Distribuição Nacional""";"""5955""";"""5955""";"""82195,08""";"""82195""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Inquieta Cultura e Comunicação""";"""29984""";"""Distribuição Nacional""";"""2822""";"""2822""";"""19675,8""";"""19676""";"""2""";"""2""";"""2""";"""2"""
"""2016""";"""Internacional Produções de Cinema e Vídeo""";"""4758""";"""Distribuição Nacional""";"""36""";"""36""";"""520,64""";"""521""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Jacqueline Filmes/Livres Distribuidora""";"""22085/21870""";"""Distribuição Nacional""";"""478""";"""478""";"""6344,44""";"""6344""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Lança Filmes""";"""25115""";"""Distribuição Nacional""";"""4127""";"""3252""";"""46431,78""";"""36587""";"""7""";"""6""";"""3""";"""3"""
"""2016""";"""Lauper""";"""1002""";"""Distribuição Nacional""";"""18""";"""18""";"""282,73""";"""283""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""LC Barreto Filmes""";"""43""";"""Distribuição Nacional""";"""204""";"""204""";"""2919,5""";"""2920""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Livres Distribuidora""";"""21870""";"""Distribuição Nacional""";"""2947""";"""2947""";"""26093,25""";"""26093""";"""4""";"""4""";"""3""";"""3"""
"""2016""";"""Lotado Filmes""";"""22667""";"""Distribuição Nacional""";"""63""";"""63""";"""437""";"""437""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Lume""";"""11990""";"""Distribuição Nacional""";"""762""";"""433""";"""8526,22""";"""4604""";"""3""";"""2""";"""2""";"""1"""
"""2016""";"""Luz XXI""";"""406""";"""Distribuição Nacional""";"""196""";"""196""";"""2905,88""";"""2906""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Maria da Graça Hughes""";"""34250""";"""Distribuição Nacional""";"""1660""";"""1660""";"""22999""";"""22999""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Maria Farinha Filmes""";"""18069""";"""Distribuição Nacional""";"""35194""";"""35194""";"""234170,91""";"""234171""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Maverick""";"""4518""";"""Distribuição Nacional""";"""1141""";"""0""";"""16942,56""";"""0""";"""1""";"""0""";"""1""";"""0"""
"""2016""";"""Milocos Entretenimento""";"""21106""";"""Distribuição Nacional""";"""4811""";"""4811""";"""49975""";"""49975""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Mira Filmes""";"""17344""";"""Distribuição Nacional""";"""241""";"""241""";"""2042,63""";"""2043""";"""1""";"""1""";"""1""";"""1"""
"""2016""";"""Moro Comunicação""";"""5224""";"""Distribuição Nacional""";"""76""";"""76""";"""597""";"""597""";"""1""";"""1""";"""0""";"""0"""
"""2016""";"""Nossa Distribuidora""";"""20772""";"""Distribuição Nacional""";"""459""";"""459""";"""2504""";"""2504""";"""1""";"""1""";"""0""";"""0"""
